file,series,move,breakdown_tau_s,warning_s,spread_at_breakdown,spread_at_jump,near_baseline
breakdown_01.png,mlb-mia-wsh-2026-08-28|total|9.5|614723225933729367955375350,0.4150000512599945,,,,14.000001907348633,
breakdown_02.png,mlb-phi-laa-2026-08-30|total|8.5|112318154341889281917633715,0.26999998837709427,-15.0,15.0,16.0,3.000000238418579,24.020401000976562
breakdown_03.png,mlb-pit-cws-2026-09-10|spread|-1.5|5177034355540358503900218,0.36000001430511475,-2.4,2.4,1.9999980926513672,32.0,819.6121826171875
breakdown_04.png,mlb-hou-tb-2026-09-11|spread|-2.5|11116217299725618848213234,0.2900000065565109,-2.8,2.8,24.000001907348633,59.000003814697266,346.4999694824219
breakdown_05.png,mlb-cws-stl-2026-09-12|spread|-1.5|9390380745244259428699895,0.4099999964237213,,,,16.000001907348633,
breakdown_06.png,mlb-bal-tor-2026-09-13|spread|-2.5|4838101759189524250630691,0.36499999463558197,,,,84.00000762939453,
breakdown_07.png,mlb-bal-oak-2026-08-28|spread|-1.5|2418601917494564807657927,-0.30000007152557373,-5.4,5.4,9.000003814697266,26.000001907348633,234.96743774414062
breakdown_08.png,mlb-cin-chc-2026-08-30|spread|-1.5|6433028357016266186655386,-0.2250000238418579,-3.8,3.8,0.9999990463256836,53.0,25927.4453125
