n,winrate,logloss,brier,auc,cal_slope,mean_p,n_odds,winrate_odds_games,mkt_winrate,logloss_vs_mkt,corr_with_mkt,bet_bets,bet_bet_rate,bet_bet_winrate,bet_flat_roi,bet_flat_pnl,bet_kelly_roi,bet_kelly_growth,bet_avg_dec,model,season,train_games
256,0.6875,0.626133493618323,0.21776746716563394,0.7142769757768535,1.2786475767641903,0.5449535170877312,256,0.6875,0.70703125,0.038421454729006155,0.8189444216064938,182,0.7109375,0.3241758241758242,-0.189848742430116,-34.55247112228111,-0.2096046792082245,-0.7404316791357377,3.1927022818858126,ensemble,2024,2095
256,0.6796875,0.6205522909000147,0.2152241903155929,0.723146562270614,1.2612997768436909,0.5426957951231182,256,0.6796875,0.70703125,0.032840252010697846,0.82284228454508,180,0.703125,0.34444444444444444,-0.1596117862131895,-28.730121518374112,-0.1590191593753994,-0.6441712923217422,3.1216027179524954,ensemble_elo,2024,2095
272,0.625,0.6370426361205259,0.2232877941730572,0.6872146118721463,0.885930183514538,0.5415046919661002,272,0.625,0.6580882352941176,0.028187858706268276,0.8893539165549771,176,0.6470588235294118,0.35795454545454547,-0.03962855799103141,-6.9746262064215285,-0.08533736950154995,-0.4363152837988665,3.4199933540019547,elo,2025,2351
272,0.6580882352941176,0.6088547774142576,0.2118380126084256,0.7209719504240051,0.9870095229893101,0.5466126770271869,272,0.6580882352941176,0.6580882352941176,0.0,1.0,0,,,,,,,,market,2025,2351
272,0.6433823529411765,0.6396580642480356,0.22485721735170014,0.678245270711024,1.2834134599531783,0.5360549526954087,272,0.6433823529411765,0.6580882352941176,0.030803286833777976,0.75352721562046,222,0.8161764705882353,0.3333333333333333,-0.0504651890392345,-11.203271966710059,0.0027716175083437452,-0.2881567051717213,3.547134147744375,log5_wpct,2025,2351
272,0.6507352941176471,0.6333938076972497,0.22186870740705572,0.690584909762992,1.0471765138095115,0.5453619483749262,272,0.6507352941176471,0.6580882352941176,0.02453903028299209,0.8811764475253538,190,0.6985294117647058,0.35789473684210527,-0.04361485476041979,-8.28682240447976,-0.09681736753551562,-0.4873226071292769,3.5539410438310877,logit_l2,2025,2351
272,0.6470588235294118,0.6310597767109712,0.22064658612483534,0.6947706023048488,0.9833635379549219,0.540941148159057,272,0.6470588235294118,0.6580882352941176,0.0222049992967136,0.8578137550979997,185,0.6801470588235294,0.3783783783783784,-0.04659303501916012,-8.619711478544623,-0.0473586520442531,-0.3586896860020734,3.4864944039048784,lightgbm,2025,2351
272,0.6580882352941176,0.6330975280568614,0.22157684781564663,0.6900956729723854,1.0016618378803799,0.5427270189624686,272,0.6580882352941176,0.6580882352941176,0.024242750642603728,0.8748257369379252,184,0.6764705882352942,0.358695652173913,-0.048111597196325274,-8.85253388412385,-0.05576413407145625,-0.3739744141776159,3.5701632324547132,random_forest,2025,2351
272,0.6580882352941176,0.6283411690654601,0.21975735309553243,0.6982496194824963,1.0595939299037382,0.5503078544967621,272,0.6580882352941176,0.6580882352941176,0.019486391651202473,0.8809096150433132,189,0.6948529411764706,0.3862433862433862,-0.0005720116236229465,-0.10811019686473688,-0.016996970227945864,-0.23078876320182118,3.4362037594472046,mlp,2025,2351
272,0.6286764705882353,0.6331318787488528,0.22166327431766644,0.6927592954990215,1.0765252693662808,0.5348371617985438,272,0.6286764705882353,0.6580882352941176,0.024277101334595153,0.877981244341079,188,0.6911764705882353,0.3404255319148936,-0.03289083623048771,-6.18347721133169,-0.0769753822657133,-0.44672766132297015,3.6634219951722606,gbm_elo_offset,2025,2351
272,0.6397058823529411,0.629831531313503,0.2201869585910327,0.6969449880408785,1.103966924892746,0.5450257211958185,272,0.6397058823529411,0.6580882352941176,0.02097675389924536,0.8854521764010351,193,0.7095588235294118,0.35233160621761656,-0.04083271554843273,-7.880714100847516,-0.06306445874723747,-0.3949906666921663,3.553728876768422,margin_ridge,2025,2351
272,0.6470588235294118,0.634037437944882,0.22209771926756505,0.6884648836703632,0.9612369979936197,0.5427886221657581,272,0.6470588235294118,0.6580882352941176,0.025182660530624346,0.8619649853271254,200,0.7352941176470589,0.385,-0.01692233800656497,-3.384467601312994,-0.08190676874862918,-0.47505728442019,3.4039088641958326,margin_gbm,2025,2351
272,0.6580882352941176,0.6304279123891525,0.22044205485077772,0.6942270058708415,1.060841762337739,0.5431413535933335,272,0.6580882352941176,0.6580882352941176,0.02157313497489488,0.8844281069678253,191,0.7022058823529411,0.3612565445026178,-0.02901888707844483,-5.542607431982963,-0.05827322995125434,-0.36978671635391647,3.567541044521529,ensemble,2025,2351
272,0.6507352941176471,0.63196719902579,0.22116519362215428,0.6928680147858229,1.0000697749210825,0.5424686956677772,272,0.6507352941176471,0.6580882352941176,0.023112421611532374,0.892789643513657,179,0.6580882352941176,0.3407821229050279,-0.0727195537026943,-13.01680011278228,-0.09624477631608433,-0.46173461288066076,3.567517269649481,ensemble_elo,2025,2351
