n,winrate,logloss,brier,auc,cal_slope,mean_p,n_odds,winrate_odds_games,mkt_winrate,logloss_vs_mkt,corr_with_mkt,bet_bets,bet_bet_rate,bet_bet_winrate,bet_flat_roi,bet_flat_pnl,bet_kelly_roi,bet_kelly_growth,bet_avg_dec,model,season,train_games
1207,0.6694283347141674,0.6078445145493554,0.2104212179536505,0.7237655089939709,1.0601112054208524,0.5561785055513001,1207,0.6694283347141674,0.695940347970174,0.02499823893384079,0.8818451276455703,875,0.7249378624689312,0.32685714285714285,-0.08885202959559312,-77.74552589614397,-0.050692175635492165,-0.8983735040161502,3.8512862678246083,ensemble_elo,2024,3642
1221,0.6904176904176904,0.600380207327447,0.20634305779347023,0.7327277470123744,0.9954917652983403,0.562828056859461,1221,0.6904176904176904,0.6920556920556921,0.028475656412940142,0.8837229047752991,826,0.6764946764946765,0.3414043583535109,-0.16120264397243164,-133.15338392122854,-0.08857270497258694,-0.95428991004287,3.6687539729320267,elo,2025,4849
1221,0.6920556920556921,0.5719045509145069,0.1951973379698265,0.763549608986517,1.0797445963796877,0.549509219483264,1221,0.6920556920556921,0.6920556920556921,0.0,1.0,0,,,,,,,,market,2025,4849
1221,0.6723996723996724,0.6120710789021715,0.21152319916850068,0.7228831198473988,1.1523661969810515,0.5376267386040628,1221,0.6723996723996724,0.6920556920556921,0.040166527987664624,0.8307289874333705,975,0.7985257985257985,0.3046153846153846,-0.14803043941289087,-144.3296784275686,-0.1294954451003621,-0.9959714137780071,3.9430850104440784,log5_wpct,2025,4849
1221,0.6953316953316954,0.5975547909777292,0.20499691862294614,0.7401322761386671,1.1900006906208287,0.5497546014303286,1221,0.6953316953316954,0.6920556920556921,0.025650240063222363,0.8991263672349569,900,0.7371007371007371,0.30333333333333334,-0.14888969186908518,-134.00072268217667,-0.1090739683163295,-0.9742780987141278,3.995504662281145,logit_l2,2025,4849
1221,0.6846846846846847,0.5976639486173858,0.2052513250563883,0.7378823861876321,1.1274573778688848,0.5545997530266293,1221,0.6846846846846847,0.6920556920556921,0.02575939770287894,0.8903838577160198,889,0.7280917280917281,0.32395950506186727,-0.12828373810973753,-114.04424317955667,-0.11427396395154489,-0.9771738791201201,3.953843055186545,lightgbm,2025,4849
1221,0.6871416871416871,0.59870400199086,0.205494246795354,0.7386405012798286,1.1499526954366963,0.5548568022577848,1221,0.6871416871416871,0.6920556920556921,0.026799451076353176,0.890370886880418,880,0.7207207207207207,0.31477272727272726,-0.1517978590712621,-133.58211598271063,-0.11748566314038256,-0.979615106453466,3.961465053454541,random_forest,2025,4849
1221,0.6887796887796888,0.6029813885418337,0.20761848186845597,0.731053915841073,1.1716643531695368,0.5468280954233525,1221,0.6887796887796888,0.6920556920556921,0.031076837627326825,0.8839592713693836,935,0.7657657657657657,0.29411764705882354,-0.15614399897436163,-145.9946390410281,-0.1265202794810996,-0.9891047997337002,3.9545983654005017,mlp,2025,4849
1221,0.6756756756756757,0.6018501488092051,0.2070887662496022,0.7342684325223223,1.2684046842969579,0.545666631707406,1221,0.6756756756756757,0.6920556920556921,0.029945597894698195,0.8905526474788776,940,0.7698607698607699,0.2968085106382979,-0.11325670074358447,-106.4612986989694,-0.13371492074846614,-0.9904509565204482,4.081978073053683,gbm_elo_offset,2025,4849
1221,0.6863226863226863,0.5961905525094434,0.20447682891673893,0.7409284328483934,1.1820048207773703,0.550203779072013,1221,0.6863226863226863,0.6920556920556921,0.024286001594936546,0.9020124142134431,889,0.7280917280917281,0.30708661417322836,-0.14846184772205073,-131.9825826249031,-0.102365729681266,-0.9671543360905298,3.966951470624007,margin_ridge,2025,4849
1221,0.678951678951679,0.5977205834552038,0.20545204881928328,0.7375753359890005,1.094459930378494,0.5531028611205262,1221,0.678951678951679,0.6920556920556921,0.025816032540696976,0.889390877664501,886,0.7256347256347256,0.3216704288939052,-0.15538791027021512,-137.6736884994106,-0.09958327949187411,-0.9677507721089085,3.8968288100117534,margin_gbm,2025,4849
1221,0.687960687960688,0.5974827824758715,0.20510913750375762,0.7391839529588228,1.196717301676848,0.5507160748625772,1221,0.687960687960688,0.6920556920556921,0.02557823156136463,0.9006371048003541,894,0.7321867321867321,0.2975391498881432,-0.15169441638396253,-135.6148082472625,-0.1193815253914004,-0.9787950984024842,4.056070057076438,ensemble,2025,4849
1221,0.687960687960688,0.5971493789382427,0.20499585558040437,0.7380698770168851,1.1247109980412748,0.5557870221065312,1221,0.687960687960688,0.6920556920556921,0.025244828023735844,0.8993085017064619,870,0.7125307125307125,0.3022988505747126,-0.1879110633230566,-163.48262509105925,-0.11154970587935839,-0.9709215288748204,3.946375054216082,ensemble_elo,2025,4849
