n,winrate,logloss,brier,auc,cal_slope,mean_p,n_odds,winrate_odds_games,mkt_winrate,logloss_vs_mkt,corr_with_mkt,bet_bets,bet_bet_rate,bet_bet_winrate,bet_flat_roi,bet_flat_pnl,bet_kelly_roi,bet_kelly_growth,bet_avg_dec,model,season,train_games
1313,0.5727341964965728,0.6739406806152722,0.24059456618563668,0.6025729279136982,0.7452597373370226,0.5310828825949011,1313,0.5727341964965728,0.6092916984006093,0.015995730288025922,0.8304687078106575,762,0.5803503427265804,0.4146981627296588,-0.08866650946489861,-67.56388021225274,-0.10336430711115681,-0.9151486877709564,2.357608810690872,random_forest,2024,3915
1313,0.5552170601675552,0.695847214790582,0.250515631046317,0.5554332297624156,0.3553001100437704,0.542403257341319,1313,0.5552170601675552,0.6092916984006093,0.037902264463335666,0.680397614458981,935,0.7121096725057121,0.42566844919786095,-0.11295126992311241,-105.6094373781101,-0.13200568699463408,-0.9910005585898594,2.2631573745639626,mlp,2024,3915
1313,0.5894897182025894,0.6677162611331446,0.23766312131791914,0.6134408019123686,0.9189980314779957,0.5286184093186103,1313,0.5894897182025894,0.6092916984006093,0.009771310805898326,0.8498975152817725,734,0.559025133282559,0.41825613079019075,-0.045709735363513256,-33.55094575681873,-0.05553871891162747,-0.740461913295182,2.43280458862951,gbm_elo_offset,2024,3915
1313,0.594059405940594,0.666944803725888,0.2373674219045614,0.6124601000504496,0.8723663654124967,0.5331128777219902,1313,0.594059405940594,0.6092916984006093,0.008999853398641733,0.8577753754728691,730,0.555978674790556,0.426027397260274,-0.062197904141902134,-45.40447002358856,-0.05153743697247521,-0.7134748127364747,2.3477796545902394,margin_ridge,2024,3915
1313,0.5826351865955827,0.6759104437478911,0.24138251448693018,0.606396722192623,0.6369103738929474,0.5318839009964985,1313,0.5826351865955827,0.6092916984006093,0.017965493420644796,0.8156546298856265,806,0.6138613861386139,0.4813895781637717,-0.031883291387900005,-25.697932858647402,-0.07551171652924976,-0.9111536627558192,2.155000249934031,margin_gbm,2024,3915
1313,0.5872048743335873,0.6710229064081917,0.23921614248223222,0.6068729283851895,0.7981801968118349,0.5332507284667791,1313,0.5872048743335873,0.6092916984006093,0.013077956080945419,0.8533162194464279,715,0.5445544554455446,0.4153846153846154,-0.07342589257580516,-52.499513191700686,-0.10895904481391952,-0.896996516266866,2.377732095154618,ensemble,2024,3915
1313,0.5894897182025894,0.6698765909164299,0.23866433997805633,0.608723531658282,0.8094505770353329,0.5360636995676861,1313,0.5894897182025894,0.6092916984006093,0.011931640589183612,0.8702081061130443,683,0.5201827875095202,0.42752562225475843,-0.058242712267741394,-39.77977247886737,-0.10691275715741522,-0.869545716695368,2.355939325559207,ensemble_elo,2024,3915
1312,0.5251524390243902,0.6911020170234649,0.24889675450016985,0.5507179573136664,0.5470090690226563,0.5411875201932876,1312,0.5251524390243902,0.5525914634146342,0.00957527434567762,0.8377407194453358,629,0.4794207317073171,0.4451510333863275,-0.08394897966242273,-52.8039082076639,-0.0882973390811996,-0.7763375306046922,2.1558686817738493,elo,2025,5228
1312,0.5525914634146342,0.6815267426777872,0.24433105731666832,0.5827501676164935,0.8209419467232612,0.5342906504662607,1312,0.5525914634146342,0.5525914634146342,0.0,0.9999999999999999,4,0.003048780487804878,0.25,-0.5,-2.0,-0.13082709565842338,-0.012053210460513775,2.002549504950495,market,2025,5228
1312,0.5358231707317073,0.6959704639176766,0.2511020027530708,0.5481245576786977,0.4138738281023385,0.5382269260812368,1312,0.5358231707317073,0.5525914634146342,0.014443721239889351,0.5980132700002444,856,0.6524390243902439,0.4661214953271028,-0.015047309263481627,-12.880496729540273,-0.024363646927236266,-0.6953123445542141,2.192293842934684,log5_wpct,2025,5228
1312,0.5259146341463414,0.6894918464752696,0.24820772527213888,0.5535674377025366,0.5966323600407969,0.5393302199083636,1312,0.5259146341463414,0.5525914634146342,0.007965103797482387,0.840957758403588,579,0.4413109756097561,0.4283246977547496,-0.08032857243956322,-46.510243442507104,-0.08790597229052093,-0.7383626024398713,2.2281801583996663,logit_l2,2025,5228
1312,0.5396341463414634,0.68940844991553,0.24807174791067998,0.5623510075613662,0.5853764843710562,0.5396471659920478,1312,0.5396341463414634,0.5525914634146342,0.00788170723774273,0.7959594671946383,698,0.5320121951219512,0.4656160458452722,-0.033555625872169995,-23.421826858774658,-0.04517308384243802,-0.6759377811455101,2.155330379493173,lightgbm,2025,5228
1312,0.5358231707317073,0.6903809041099649,0.24859384188946063,0.5553087868290685,0.5758666775408178,0.539811938810013,1312,0.5358231707317073,0.5525914634146342,0.008854161432177654,0.8094197970337657,654,0.49847560975609756,0.42966360856269115,-0.07066718412162179,-46.21633841554065,-0.09884398871803964,-0.8243394866246048,2.237202412623529,random_forest,2025,5228
1312,0.5282012195121951,0.6900589400750989,0.24845986505591292,0.5528341155436362,0.6027860205529831,0.5438947588166569,1312,0.5282012195121951,0.5525914634146342,0.008532197397311703,0.82498792007749,616,0.4695121951219512,0.4237012987012987,-0.08551864680710385,-52.67948643317597,-0.09615406156943014,-0.7960025286708946,2.2380320484215694,mlp,2025,5228
1312,0.5335365853658537,0.6884795339891538,0.24765910090966475,0.5577322419637203,0.6369794958251556,0.5344901968334962,1312,0.5335365853658537,0.5525914634146342,0.006952791311366613,0.814180325833331,656,0.5,0.43597560975609756,-0.0422211794793329,-27.69709373844238,-0.06273729886159714,-0.6868368145940429,2.2832414586743135,gbm_elo_offset,2025,5228
1312,0.5213414634146342,0.6894048103379018,0.24816630014504287,0.5531064923455135,0.5997555441062792,0.5392447537609724,1312,0.5213414634146342,0.5525914634146342,0.007878067660114563,0.8413527210733079,601,0.4580792682926829,0.43594009983361065,-0.05943508297194069,-35.72048486613635,-0.07700031636469776,-0.6997812435635176,2.2321524588345683,margin_ridge,2025,5228
1312,0.5297256097560976,0.6938906053285411,0.25016489455886315,0.5592105263157895,0.48125774205472865,0.5427062929201063,1312,0.5297256097560976,0.5525914634146342,0.012363862650753843,0.7781579538488318,780,0.5945121951219512,0.46794871794871795,-0.07984964106261576,-62.282720028840295,-0.06264015448365108,-0.8422264228786144,2.0441996343053708,margin_gbm,2025,5228
1312,0.5320121951219512,0.6889166328827208,0.24789879393963177,0.5571548962640146,0.6174007790492579,0.5398750467202367,1312,0.5320121951219512,0.5525914634146342,0.007389890204933525,0.8385040599359092,604,0.4603658536585366,0.42218543046357615,-0.09822386565898004,-59.32721485802395,-0.08430304861983816,-0.7426439699016414,2.2125035392830954,ensemble,2025,5228
1312,0.5342987804878049,0.6891168342091334,0.24798460892800175,0.5559257086452862,0.6112497123111195,0.5404502575955368,1312,0.5342987804878049,0.5525914634146342,0.007590091531346155,0.8546260207619751,575,0.4382621951219512,0.4295652173913043,-0.08770586457773885,-50.43087213219984,-0.09515143606999146,-0.741635660929959,2.213081520017178,ensemble_elo,2025,5228
