ts_hkt,label,mid,log_return,jump_direction,LM_stat,local_volatility,staleness_s,n_events
2026-09-14 06:44:00,mlb-sea-oak-2026-09-13 | spread | -1.5 | YES,0.51,0.41800000000000004,1,110.18000160801614,0.0037937919213969994,0.007,162
2026-09-14 06:44:00,mlb-sea-oak-2026-09-13 | spread | -1.5 | NO,0.49,-0.41800000000000004,-1,-110.18000160801581,0.0037937919213970107,0.007,162
2026-09-12 08:21:00,mlb-lad-mia-2026-09-11 | first_five_total | 5.5 | YES,0.44,0.345,1,64.54358992185053,0.0053452248382484845,3.308,17
2026-09-12 08:21:00,mlb-lad-mia-2026-09-11 | first_five_total | 5.5 | NO,0.56,-0.345,-1,-64.54358992185041,0.005345224838248494,3.308,17
2026-09-12 12:52:00,mlb-sea-oak-2026-09-11 | spread | -2.5 | NO,0.745,-0.23050000000000004,-1,-62.67201016471271,0.0036778778819158155,48.827,3
2026-09-12 12:52:00,mlb-sea-oak-2026-09-11 | spread | -2.5 | YES,0.255,0.2305,1,62.672010164712354,0.003677877881915836,48.827,3
2026-09-14 04:38:00,mlb-cle-min-2026-09-13 | spread | -1.5 | YES,0.3325,0.323,1,53.535415532270804,0.006033389239414751,26.691,271
2026-09-14 04:38:00,mlb-cle-min-2026-09-13 | spread | -1.5 | NO,0.6675,-0.32299999999999995,-1,-53.53541553227064,0.0060333892394147685,26.691,271
2026-09-13 06:09:00,mlb-laa-wsh-2026-09-12 | spread | -1.5 | YES,0.245,-0.63,-1,-50.114445293933514,0.01257122564771286,2.574,223
2026-09-13 06:09:00,mlb-laa-wsh-2026-09-12 | spread | -1.5 | NO,0.7549999999999999,0.6299999999999999,1,50.1144452939334,0.012571225647712885,2.574,223
2026-09-12 08:12:00,mlb-phi-atl-2026-09-11 | spread | -2.5 | YES,0.495,0.15500000000000003,1,49.01530373260976,0.0031622776601683876,1.764,210
2026-09-13 02:43:00,mlb-nym-nyy-2026-09-12 | spread | -2.5 | NO,0.8185,-0.136,-1,-47.42617555866824,0.0028676147380208234,0.087,73
2026-09-13 02:43:00,mlb-nym-nyy-2026-09-12 | spread | -2.5 | YES,0.1815,0.136,1,47.42617555866809,0.0028676147380208325,0.087,73
2026-09-12 09:14:00,mlb-cin-mil-2026-09-11 | spread | -2.5 | NO,0.3895,0.35000000000000003,1,46.22127328425127,0.007572270842639328,0.036,51
2026-09-12 09:14:00,mlb-cin-mil-2026-09-11 | spread | -2.5 | YES,0.6105,-0.34999999999999987,-1,-46.221273284251204,0.007572270842639336,0.036,51
2026-09-13 02:44:00,mlb-nym-nyy-2026-09-12 | spread | -2.5 | YES,0.0325,-0.149,-1,-45.653603000093995,0.0032637073573293486,7.483,154
2026-09-13 02:44:00,mlb-nym-nyy-2026-09-12 | spread | -2.5 | NO,0.9675,0.14900000000000002,1,45.65360300009354,0.0032637073573293816,7.483,154
2026-09-13 12:22:00,mlb-sea-oak-2026-09-12 | spread | -1.5 | NO,0.98,-0.01200000000000001,-1,-44.89988864129228,0.000267261241912395,1.041,102
2026-09-13 12:22:00,mlb-sea-oak-2026-09-12 | spread | -1.5 | YES,0.02,0.012,1,44.899888641287255,0.00026726124191242464,1.041,102
2026-09-12 13:14:00,mlb-sd-sf-2026-09-11 | spread | -1.5 | YES,0.26,0.24050000000000002,1,41.474765024397776,0.00579870675237158,1.384,166
