feature,tau_s,median_up,median_down,cliffs_up_vs_down,n_up,n_down
l1_ask_usd,-11.0,122.22201538085938,355.1100769042969,-0.2341006526310041,313,117
l1_ask_usd,-10.8,118.836181640625,327.449951171875,-0.22123917970563334,313,117
l1_ask_usd,-10.6,118.836181640625,349.4319763183594,-0.22934928046749137,313,117
l1_ask_usd,-10.4,113.80998992919922,335.1600341796875,-0.21034379181344043,313,117
l1_ask_usd,-10.2,110.99699401855469,335.1600341796875,-0.20490975123562982,313,117
l1_ask_usd,-10.0,118.836181640625,312.00006103515625,-0.18560388847928788,313,117
l1_ask_usd,-9.8,110.99699401855469,312.00006103515625,-0.19278556019770077,313,117
l1_ask_usd,-9.6,122.22201538085938,312.00006103515625,-0.17500887468938586,313,117
l1_ask_usd,-9.4,130.00001525878906,309.9999694824219,-0.1631850577537478,313,117
l1_ask_usd,-9.2,122.4000015258789,309.9999694824219,-0.1728516425002048,313,117
l1_ask_usd,-9.0,122.22201538085938,310.0099182128906,-0.1655334370989323,313,117
l1_ask_usd,-8.8,120.00001525878906,307.9187927246094,-0.1631577510171759,313,117
l1_ask_usd,-8.6,130.00001525878906,192.15354919433594,-0.10092569836978782,313,117
l1_ask_usd,-8.4,139.6710205078125,178.8930206298828,-0.10857158460992322,313,117
l1_ask_usd,-8.2,130.00001525878906,168.9901885986328,-0.09931460091204503,313,117
l1_ask_usd,-8.0,122.4000015258789,143.99998474121094,-0.11474290707517543,313,117
l1_ask_usd,-7.8,130.00001525878906,143.99998474121094,-0.11152071215968984,313,117
l1_ask_usd,-7.6,118.836181640625,143.99998474121094,-0.10971846754594361,313,117
l1_ask_usd,-7.4,120.00001525878906,152.73716735839844,-0.10537669643100955,313,117
l1_ask_usd,-7.2,120.00001525878906,143.99998474121094,-0.11045574943338521,313,117
l1_ask_usd,-7.0,110.00001525878906,126.9000015258789,-0.1067693399961771,313,117
l1_ask_usd,-6.8,113.46424865722656,143.99998474121094,-0.1286420359902788,313,117
l1_ask_usd,-6.6,97.00001525878906,141.90957641601562,-0.13991971819447857,313,117
l1_ask_usd,-6.4,94.29999542236328,141.90957641601562,-0.1402473990333415,313,117
l1_ask_usd,-6.2,94.29999542236328,143.99998474121094,-0.15256273722727398,313,117
l1_ask_usd,-6.0,90.0,124.20002746582031,-0.14022009229676957,313,117
l1_ask_usd,-5.8,80.37541198730469,110.00001525878906,-0.12727669916168316,313,117
l1_ask_usd,-5.6,75.0,124.20002746582031,-0.15209852270555146,313,117
l1_ask_usd,-5.4,77.77560424804688,110.00001525878906,-0.14368804784140243,313,117
l1_ask_usd,-5.2,68.99999237060547,128.82298278808594,-0.17544578247453646,313,117
l1_ask_usd,-5.0,76.56399536132812,94.28999328613281,-0.12266186068103002,313,117
l1_ask_usd,-4.8,74.52000427246094,108.25202941894531,-0.15824253843423175,313,117
l1_ask_usd,-4.6,66.66500091552734,110.00001525878906,-0.16452308784577152,313,117
l1_ask_usd,-4.4,66.66500091552734,141.90957641601562,-0.189590672018787,313,117
l1_ask_usd,-4.2,55.889404296875,141.90957641601562,-0.16485076868463455,313,117
l1_ask_usd,-4.0,51.802799224853516,143.99998474121094,-0.2006225935938396,313,117
l1_ask_usd,-3.8,59.20121383666992,129.30958557128906,-0.17817645613172772,313,117
l1_ask_usd,-3.6,44.826595306396484,120.00001525878906,-0.2034351874607465,313,117
l1_ask_usd,-3.4,41.000003814697266,80.00000762939453,-0.18361049670953822,313,117
l1_ask_usd,-3.2,32.5569953918457,65.79060363769531,-0.1724147347150542,313,117
l1_ask_usd,-3.0,31.628997802734375,64.73999786376953,-0.14095737418421128,313,117
l1_ask_usd,-2.8,30.71059799194336,54.99999237060547,-0.13945550367275605,313,117
l1_ask_usd,-2.6,28.500001907348633,45.099998474121094,-0.12809590125884052,313,117
l1_ask_usd,-2.4,28.500001907348633,43.000003814697266,-0.11982196007755108,313,117
l1_ask_usd,-2.2,27.19879913330078,40.5,-0.11091996395510773,313,117
l1_ask_usd,-2.0,24.56999969482422,37.499996185302734,-0.09827694492231231,313,117
l1_ask_usd,-1.8,21.979999542236328,39.0,-0.1586248327462385,313,117
l1_ask_usd,-1.6,23.400001525878906,37.499996185302734,-0.12206111247644791,313,117
l1_ask_usd,-1.4,23.400001525878906,37.20000457763672,-0.09502744327025481,313,117
l1_ask_usd,-1.2,20.000001907348633,36.86000061035156,-0.1590344337948172,313,117
l1_ask_usd,-1.0,18.220399856567383,35.999996185302734,-0.1638950329046176,313,117
l1_ask_usd,-0.8,18.330400466918945,32.63999938964844,-0.11856585019524313,313,117
l1_ask_usd,-0.6,16.462799072265625,34.000003814697266,-0.18331012260724722,313,117
l1_ask_usd,-0.4,16.200000762939453,33.480003356933594,-0.16460500805548728,313,117
l1_ask_usd,-0.2,16.500001907348633,32.833499908447266,-0.17574615657682746,313,117
l1_ask_usd,0.0,14.161001205444336,29.43999671936035,-0.19685426394691574,313,117
log_bid_usd_within_2t,-15.0,4.843478202819824,5.5886712074279785,-0.06113978318451163,313,117
log_bid_usd_within_2t,-14.8,4.826632022857666,5.062594890594482,-0.061358237077086875,313,117
log_bid_usd_within_2t,-14.6,4.826632022857666,5.156004428863525,-0.06597307555774012,313,117
log_bid_usd_within_2t,-14.4,4.738126277923584,5.661319255828857,-0.09221484940334779,313,117
log_bid_usd_within_2t,-14.2,4.738126277923584,5.661319255828857,-0.08555200567980126,313,117
log_bid_usd_within_2t,-14.0,4.826632022857666,5.693976879119873,-0.1008983916332159,313,117
log_bid_usd_within_2t,-13.8,4.826632022857666,5.661319255828857,-0.09057644520903307,313,117
log_bid_usd_within_2t,-13.6,4.8532795906066895,5.693976879119873,-0.08566123262608882,313,117
log_bid_usd_within_2t,-13.4,4.875197410583496,5.693976879119873,-0.08839190628328009,313,117
log_bid_usd_within_2t,-13.2,4.948760032653809,5.693976879119873,-0.07987220447284349,313,117
log_bid_usd_within_2t,-13.0,4.948050498962402,5.693976879119873,-0.0705059938286775,313,117
log_bid_usd_within_2t,-12.8,4.948050498962402,5.798456192016602,-0.0709429016138281,313,117
log_bid_usd_within_2t,-12.6,4.931014537811279,5.798456192016602,-0.07105212856011578,313,117
log_bid_usd_within_2t,-12.4,4.875197410583496,6.1483378410339355,-0.08454165642664047,313,117
log_bid_usd_within_2t,-12.2,4.843084335327148,6.1483378410339355,-0.09327981212965242,313,117
log_bid_usd_within_2t,-12.0,4.875197410583496,5.805974960327148,-0.08585237978209226,313,117
log_bid_usd_within_2t,-11.8,4.8532795906066895,5.805974960327148,-0.10070724447721258,313,117
log_bid_usd_within_2t,-11.6,4.8532795906066895,5.805974960327148,-0.09027607110674207,313,117
log_bid_usd_within_2t,-11.4,4.8532795906066895,5.836563587188721,-0.09005761721416672,313,117
log_bid_usd_within_2t,-11.2,4.8532795906066895,5.836563587188721,-0.08880150733185876,313,117
log_bid_usd_within_2t,-11.0,4.875197410583496,6.349875450134277,-0.09185986182791295,313,117
log_bid_usd_within_2t,-10.8,4.875197410583496,5.9364800453186035,-0.08645312798667426,313,117
log_bid_usd_within_2t,-10.6,4.843084335327148,5.9364800453186035,-0.10048879058463722,313,117
log_bid_usd_within_2t,-10.4,4.843084335327148,5.9364800453186035,-0.11468829360203159,313,117
log_bid_usd_within_2t,-10.2,4.8532795906066895,5.805974960327148,-0.09682968788400104,313,117
log_bid_usd_within_2t,-10.0,4.72428560256958,6.349875450134277,-0.10909041260478958,313,117
log_bid_usd_within_2t,-9.8,4.4649271965026855,6.398580074310303,-0.11493405423117886,313,117
log_bid_usd_within_2t,-9.6,4.394449234008789,6.398580074310303,-0.11823816935638021,313,117
log_bid_usd_within_2t,-9.4,4.4649271965026855,6.349875450134277,-0.11326834330029223,313,117
log_bid_usd_within_2t,-9.2,4.394449234008789,6.349875450134277,-0.11594440348433954,313,117
log_bid_usd_within_2t,-9.0,4.287990570068359,5.805974960327148,-0.10169028699380134,313,117
log_bid_usd_within_2t,-8.8,4.121635437011719,5.303294658660889,-0.09584664536741216,313,117
log_bid_usd_within_2t,-8.6,3.9927916526794434,5.303294658660889,-0.09254253024221071,313,117
log_bid_usd_within_2t,-8.4,4.042349338531494,5.144000053405762,-0.07334589443215644,313,117
log_bid_usd_within_2t,-8.2,4.121635437011719,5.242315292358398,-0.08036372573113792,313,117
log_bid_usd_within_2t,-8.0,3.931825637817383,5.242315292358398,-0.08426858906092138,313,117
log_bid_usd_within_2t,-7.8,3.931825637817383,5.242315292358398,-0.09147756751590619,313,117
log_bid_usd_within_2t,-7.6,3.630190372467041,4.521245002746582,-0.08317631959804483,313,117
log_bid_usd_within_2t,-7.4,3.169130802154541,5.062594890594482,-0.09415362769995361,313,117
log_bid_usd_within_2t,-7.2,2.7113778591156006,4.521245002746582,-0.09833155839545615,313,117
log_bid_usd_within_2t,-7.0,2.525728702545166,4.521245002746582,-0.08983916332159148,313,117
log_bid_usd_within_2t,-6.8,2.420368194580078,4.521245002746582,-0.08309439938832908,313,117
log_bid_usd_within_2t,-6.6,1.6804554462432861,4.521245002746582,-0.09644739357199417,313,117
log_bid_usd_within_2t,-6.4,0.6956441402435303,3.828641414642334,-0.11266759509571012,313,117
log_bid_usd_within_2t,-6.2,0.6956441402435303,3.6763007640838623,-0.10179951394008901,313,117
log_bid_usd_within_2t,-6.0,0.0,3.7135720252990723,-0.09609240599655933,313,117
log_bid_usd_within_2t,-5.8,0.0,1.5789786577224731,-0.07735998470822747,313,117
log_bid_usd_within_2t,-5.6,0.0,1.7316555976867676,-0.08022719204827833,313,117
log_bid_usd_within_2t,-5.4,0.0,1.0647107362747192,-0.07367357527101936,313,117
log_bid_usd_within_2t,-5.2,0.0,1.0647107362747192,-0.07176210371098546,313,117
log_bid_usd_within_2t,-5.0,0.0,1.0647107362747192,-0.07760574533737474,313,117
log_bid_usd_within_2t,-4.8,0.0,0.6678293347358704,-0.08090986046257609,313,117
log_bid_usd_within_2t,-4.6,0.0,0.6678293347358704,-0.07738729144479939,313,117
log_bid_usd_within_2t,-4.4,0.0,0.3461396396160126,-0.07675923650364547,313,117
log_bid_usd_within_2t,-4.2,0.0,0.0,-0.05453155293410883,313,117
log_bid_usd_within_2t,-4.0,0.0,0.0,-0.0558149695529887,313,117
log_bid_usd_within_2t,-3.8,0.0,0.0,-0.06190437180852515,313,117
log_bid_usd_within_2t,-3.6,0.0,0.0,-0.057098386171868576,313,117
log_bid_usd_within_2t,-3.4,0.0,0.0,-0.029955490019387798,313,117
log_bid_usd_within_2t,-3.2,0.0,0.0,-0.02605062668960434,313,117
log_bid_usd_within_2t,-3.0,0.0,0.0,-0.01936047622948578,313,117
log_bid_usd_within_2t,-2.8,0.0,0.0,-0.008000873815570353,313,117
log_bid_usd_within_2t,-2.6,0.0,0.0,-0.012397258403648137,313,117
log_bid_usd_within_2t,-2.4,0.0,0.0,0.005488654050954445,313,117
log_bid_usd_within_2t,-2.2,0.0,0.0,0.03022855738510688,313,117
log_bid_usd_within_2t,-2.0,0.0,0.0,0.013462221129952656,313,117
log_bid_usd_within_2t,-1.8,0.0,0.0,0.017339777723164307,313,117
log_bid_usd_within_2t,-1.6,0.0,0.0,0.010212719477895149,313,117
log_bid_usd_within_2t,-1.4,0.0,0.0,0.016602495835722708,313,117
log_bid_usd_within_2t,-1.2,0.0,0.0,-0.0024302995549001505,313,117
log_bid_usd_within_2t,-1.0,0.0,0.0,0.005597880997242122,313,117
log_bid_usd_within_2t,-0.8,0.0,0.0,0.03869364572239964,313,117
log_bid_usd_within_2t,-0.6,0.0,0.0,0.04268042926189897,313,117
log_bid_usd_within_2t,-0.4,0.0,0.0,0.026897135523333615,313,117
log_bid_usd_within_2t,-0.2,0.0,0.0,0.0393490074001257,313,117
log_bid_usd_within_2t,0.0,0.0,0.0,0.0030037410229104555,313,117
log_ask_usd_within_2t,-15.0,4.518740177154541,6.660574913024902,-0.1129406624614292,313,117
log_ask_usd_within_2t,-14.8,4.518740177154541,6.566672325134277,-0.10879003850249858,313,117
log_ask_usd_within_2t,-14.6,4.875197410583496,6.526766300201416,-0.09756696977144264,313,117
log_ask_usd_within_2t,-14.4,4.454347133636475,6.526766300201416,-0.11993118702383876,313,117
log_ask_usd_within_2t,-14.2,4.621456623077393,6.478509426116943,-0.10892657218535817,313,117
log_ask_usd_within_2t,-14.0,4.875197410583496,6.526766300201416,-0.11801971546380496,313,117
log_ask_usd_within_2t,-13.8,4.875197410583496,6.478509426116943,-0.10256410256410253,313,117
log_ask_usd_within_2t,-13.6,5.004751205444336,6.478509426116943,-0.09977881543376754,313,117
log_ask_usd_within_2t,-13.4,5.046926021575928,6.478509426116943,-0.09939652112176078,313,117
log_ask_usd_within_2t,-13.2,5.0906782150268555,6.526766300201416,-0.09901422680975391,313,117
log_ask_usd_within_2t,-13.0,5.081404209136963,6.566672325134277,-0.09844078534174383,313,117
log_ask_usd_within_2t,-12.8,5.116555690765381,6.660574913024902,-0.11195761994484044,313,117
log_ask_usd_within_2t,-12.6,5.116555690765381,6.566672325134277,-0.1048578684361432,313,117
log_ask_usd_within_2t,-12.4,5.042715072631836,6.566672325134277,-0.11823816935638021,313,117
log_ask_usd_within_2t,-12.2,4.9916582107543945,6.566672325134277,-0.13434914393380848,313,117
log_ask_usd_within_2t,-12.0,4.9916582107543945,6.566672325134277,-0.13596024139155127,313,117
log_ask_usd_within_2t,-11.8,4.9916582107543945,6.566672325134277,-0.14882171431692204,313,117
log_ask_usd_within_2t,-11.6,4.875197410583496,6.566672325134277,-0.13227383195434317,313,117
log_ask_usd_within_2t,-11.4,4.9916582107543945,6.566672325134277,-0.14256847164195408,313,117
log_ask_usd_within_2t,-11.2,4.9916582107543945,6.660574913024902,-0.14355151415854295,313,117
log_ask_usd_within_2t,-11.0,4.9916582107543945,6.685861110687256,-0.15242620354441438,313,117
log_ask_usd_within_2t,-10.8,4.875197410583496,6.660574913024902,-0.14868518063406244,313,117
log_ask_usd_within_2t,-10.6,4.540098190307617,6.660574913024902,-0.1620108680811556,313,117
log_ask_usd_within_2t,-10.4,4.6218953132629395,6.754988670349121,-0.1810709702083504,313,117
log_ask_usd_within_2t,-10.2,4.875197410583496,6.7833251953125,-0.1777122416100052,313,117
log_ask_usd_within_2t,-10.0,4.709530353546143,6.714836597442627,-0.17719341361513885,313,117
log_ask_usd_within_2t,-9.8,4.6218953132629395,6.685861110687256,-0.17353431091450255,313,117
log_ask_usd_within_2t,-9.6,4.6218953132629395,6.685861110687256,-0.17424428606537234,313,117
log_ask_usd_within_2t,-9.4,4.540098190307617,6.513941764831543,-0.15851560579995083,313,117
log_ask_usd_within_2t,-9.2,4.540098190307617,6.513941764831543,-0.1656699707817919,313,117
log_ask_usd_within_2t,-9.0,4.486161231994629,6.308034896850586,-0.1671445345566751,313,117
log_ask_usd_within_2t,-8.8,4.4401774406433105,6.119593620300293,-0.16042707735998474,313,117
log_ask_usd_within_2t,-8.6,4.456071376800537,5.842207431793213,-0.1392370497801808,313,117
log_ask_usd_within_2t,-8.4,4.486161231994629,5.817587375640869,-0.12200649900330407,313,117
log_ask_usd_within_2t,-8.2,4.486161231994629,5.7398247718811035,-0.10712432757161194,313,117
log_ask_usd_within_2t,-8.0,4.208669662475586,5.4212141036987305,-0.10638704568417023,313,117
log_ask_usd_within_2t,-7.8,4.146304607391357,5.4212141036987305,-0.11531634854318562,313,117
log_ask_usd_within_2t,-7.6,3.6659791469573975,5.192362308502197,-0.11403293192430575,313,117
log_ask_usd_within_2t,-7.4,3.6659791469573975,5.242276191711426,-0.13164577701318914,313,117
log_ask_usd_within_2t,-7.2,2.5649492740631104,5.192362308502197,-0.13724365801043115,313,117
log_ask_usd_within_2t,-7.0,2.452727794647217,5.192362308502197,-0.1434695939488272,313,117
log_ask_usd_within_2t,-6.8,1.945910096168518,5.192362308502197,-0.1468556292837443,313,117
log_ask_usd_within_2t,-6.6,1.1314021348953247,5.135740756988525,-0.15136124081810987,313,117
log_ask_usd_within_2t,-6.4,0.0,4.962212085723877,-0.14931323557521636,313,117
log_ask_usd_within_2t,-6.2,0.0,4.709530353546143,-0.1339395428852298,313,117
log_ask_usd_within_2t,-6.0,0.0,4.709530353546143,-0.1383359274733077,313,117
log_ask_usd_within_2t,-5.8,0.0,4.174187183380127,-0.12326260888561213,313,117
log_ask_usd_within_2t,-5.6,0.0,3.8394522666931152,-0.11507058791403835,313,117
log_ask_usd_within_2t,-5.4,0.0,3.6888794898986816,-0.11280412877856971,313,117
log_ask_usd_within_2t,-5.2,0.0,3.3204572200775146,-0.11548018896261703,313,117
log_ask_usd_within_2t,-5.0,0.0,3.3204572200775146,-0.1169001392643565,313,117
log_ask_usd_within_2t,-4.8,0.0,3.3204572200775146,-0.12107806995985915,313,117
log_ask_usd_within_2t,-4.6,0.0,3.3204572200775146,-0.12255263373474234,313,117
log_ask_usd_within_2t,-4.4,0.0,0.8537768125534058,-0.11545288222604522,313,117
log_ask_usd_within_2t,-4.2,0.0,0.0,-0.09333442560279626,313,117
log_ask_usd_within_2t,-4.0,0.0,0.0,-0.09322519865650858,313,117
log_ask_usd_within_2t,-3.8,0.0,0.0,-0.0935528794953715,313,117
log_ask_usd_within_2t,-3.6,0.0,0.0,-0.08863766691242725,313,117
log_ask_usd_within_2t,-3.4,0.0,0.0,-0.06938641762922915,313,117
log_ask_usd_within_2t,-3.2,0.0,0.0,-0.05439501925124923,313,117
log_ask_usd_within_2t,-3.0,0.0,0.0,-0.053958111466098635,313,117
log_ask_usd_within_2t,-2.8,0.0,0.0,-0.042380055159607855,313,117
log_ask_usd_within_2t,-2.6,0.0,0.0,-0.047677562054558864,313,117
log_ask_usd_within_2t,-2.4,0.0,0.0,-0.01725785751344855,313,117
log_ask_usd_within_2t,-2.2,0.0,0.0,0.012014964091641378,313,117
log_ask_usd_within_2t,-2.0,0.0,0.0,0.016302121733431596,313,117
log_ask_usd_within_2t,-1.8,0.0,0.0,0.018595887605472372,313,117
log_ask_usd_within_2t,-1.6,0.0,0.0,0.024139155129570433,313,117
log_ask_usd_within_2t,-1.4,0.0,0.0,0.029764342863384474,313,117
log_ask_usd_within_2t,-1.2,0.0,0.0,0.011496136096775134,313,117
log_ask_usd_within_2t,-1.0,0.0,0.0,-0.0005188279948663554,313,117
log_ask_usd_within_2t,-0.8,0.0,0.0,0.02285573851069067,313,117
log_ask_usd_within_2t,-0.6,0.0,0.0,0.027607110674203295,313,117
log_ask_usd_within_2t,-0.4,0.0,0.0,0.02842631277136065,313,117
log_ask_usd_within_2t,-0.2,0.0,0.0,0.01826820676660934,313,117
log_ask_usd_within_2t,0.0,0.0,0.0,-0.002757980393763182,313,117
log_bid_depth,-15.0,6.4056077003479,7.599506855010986,-0.24431337210889925,313,117
log_bid_depth,-14.8,6.270931243896484,7.656074047088623,-0.259332077223451,313,117
log_bid_depth,-14.6,6.270426273345947,7.513784885406494,-0.2451325742060566,313,117
log_bid_depth,-14.4,6.270931243896484,7.656074047088623,-0.2527238469730483,313,117
log_bid_depth,-14.2,6.3638691902160645,7.590633392333984,-0.2448322001037656,313,117
log_bid_depth,-14.0,6.52683162689209,7.713527679443359,-0.24152808497856426,313,117
log_bid_depth,-13.8,6.596594333648682,7.713527679443359,-0.24109117719341366,313,117
log_bid_depth,-13.6,6.623520374298096,7.721463203430176,-0.2236694792605336,313,117
log_bid_depth,-13.4,6.684815406799316,7.711575508117676,-0.241582698451708,313,117
log_bid_depth,-13.2,6.650859355926514,7.690728187561035,-0.23207995412468252,313,117
log_bid_depth,-13.0,6.628398418426514,7.560783386230469,-0.24267496791458454,313,117
log_bid_depth,-12.8,6.64879035949707,7.519104480743408,-0.2393708527893832,313,117
log_bid_depth,-12.6,6.649567604064941,7.43355131149292,-0.22948581415035085,313,117
log_bid_depth,-12.4,6.6421217918396,7.43355131149292,-0.2264820731274405,313,117
log_bid_depth,-12.2,6.458515644073486,7.40519380569458,-0.22951312088692277,313,117
log_bid_depth,-12.0,6.529331684112549,7.40519380569458,-0.22552633734742356,313,117
log_bid_depth,-11.8,6.478110313415527,7.4125776290893555,-0.23109691160809376,313,117
log_bid_depth,-11.6,6.478110313415527,7.484727382659912,-0.2502116272084324,313,117
log_bid_depth,-11.4,6.478110313415527,7.500926971435547,-0.2471532727123782,313,117
log_bid_depth,-11.2,6.478110313415527,7.521421909332275,-0.2501024002621447,313,117
log_bid_depth,-11.0,6.431621551513672,7.6257147789001465,-0.2507304552032986,313,117
log_bid_depth,-10.8,6.400251388549805,7.500926971435547,-0.24630676387864892,313,117
log_bid_depth,-10.6,6.368983268737793,7.500926971435547,-0.2501297069987166,313,117
log_bid_depth,-10.4,6.36004114151001,7.500926971435547,-0.24677097840037132,313,117
log_bid_depth,-10.2,6.297919273376465,7.6257147789001465,-0.24750826028781303,313,117
log_bid_depth,-10.0,6.174718379974365,7.606977939605713,-0.2431937959094509,313,117
log_bid_depth,-9.8,6.152421951293945,7.484727382659912,-0.23882471805794492,313,117
log_bid_depth,-9.6,6.1253790855407715,7.414680004119873,-0.2417465388711395,313,117
log_bid_depth,-9.4,6.171967029571533,7.385455131530762,-0.22342371863138633,313,117
log_bid_depth,-9.2,6.2355475425720215,7.385455131530762,-0.22981349498921388,313,117
log_bid_depth,-9.0,6.080435752868652,7.372004508972168,-0.23401873242128834,313,117
log_bid_depth,-8.8,6.049143314361572,7.337586879730225,-0.21203680948089898,313,117
log_bid_depth,-8.6,6.0970540046691895,7.293846130371094,-0.20553780617678385,313,117
log_bid_depth,-8.4,6.0269036293029785,7.337586879730225,-0.22320526473881108,313,117
log_bid_depth,-8.2,6.059056758880615,7.293846130371094,-0.2245706015674067,313,117
log_bid_depth,-8.0,6.059056758880615,7.268495082855225,-0.22959504109663853,313,117
log_bid_depth,-7.8,5.98106050491333,7.21799373626709,-0.22418830725539995,313,117
log_bid_depth,-7.6,5.939000606536865,7.18386697769165,-0.2177985308975724,313,117
log_bid_depth,-7.4,5.836619853973389,7.193356037139893,-0.22653668660058435,313,117
log_bid_depth,-7.2,5.836619853973389,7.193356037139893,-0.22555364408399547,313,117
log_bid_depth,-7.0,5.773642539978027,7.193356037139893,-0.22227683569536605,313,117
log_bid_depth,-6.8,5.803537368774414,7.174039840698242,-0.2266186068103001,313,117
log_bid_depth,-6.6,5.773642539978027,7.193356037139893,-0.2298681084623576,313,117
log_bid_depth,-6.4,5.721917152404785,7.18386697769165,-0.23442833346986702,313,117
log_bid_depth,-6.2,5.697359085083008,7.174039840698242,-0.21490401682094973,313,117
log_bid_depth,-6.0,5.697359085083008,7.129458427429199,-0.2147401764015182,313,117
log_bid_depth,-5.8,5.655710697174072,7.018805503845215,-0.21042571202315608,313,117
log_bid_depth,-5.6,5.609287261962891,6.956307411193848,-0.21818082520957915,313,117
log_bid_depth,-5.4,5.609287261962891,6.956154823303223,-0.2145763359820868,313,117
log_bid_depth,-5.2,5.599754333496094,6.956307411193848,-0.20687583626880757,313,117
log_bid_depth,-5.0,5.5995683670043945,6.9218549728393555,-0.21506785724038124,313,117
log_bid_depth,-4.8,5.558216094970703,6.868785858154297,-0.2120641162174709,313,117
log_bid_depth,-4.6,5.594932556152344,6.866744518280029,-0.19977608476011033,313,117
log_bid_depth,-4.4,5.5760626792907715,6.895996570587158,-0.2186996532044455,313,117
log_bid_depth,-4.2,5.552571773529053,6.704570293426514,-0.21097184675459435,313,117
log_bid_depth,-4.0,5.496836185455322,6.450675010681152,-0.2092788290871358,313,117
log_bid_depth,-3.8,5.458436012268066,6.450675010681152,-0.2029436662024522,313,117
log_bid_depth,-3.6,5.430177211761475,6.258720874786377,-0.2032713470413151,313,117
log_bid_depth,-3.4,5.365087509155273,6.236115455627441,-0.20411785587504438,313,117
log_bid_depth,-3.2,5.353435039520264,6.264196872711182,-0.20534665902078042,313,117
log_bid_depth,-3.0,5.347916603088379,6.236115455627441,-0.19450588460173124,313,117
log_bid_depth,-2.8,5.192567825317383,6.116530418395996,-0.21872695994101743,313,117
log_bid_depth,-2.6,5.186433792114258,6.162877082824707,-0.20641162174708505,313,117
log_bid_depth,-2.4,5.141989707946777,6.025313377380371,-0.18986373938450618,313,117
log_bid_depth,-2.2,5.052667617797852,5.763275623321533,-0.18290052155866854,313,117
log_bid_depth,-2.0,5.123058795928955,5.747601509094238,-0.17885912454602548,313,117
log_bid_depth,-1.8,4.944638252258301,5.747601509094238,-0.18522159416728112,313,117
log_bid_depth,-1.6,4.893726825714111,5.717519283294678,-0.1779853089757243,313,117
log_bid_depth,-1.4,4.941498279571533,5.46213436126709,-0.14824827284891184,313,117
log_bid_depth,-1.2,4.972384452819824,5.374346733093262,-0.13800824663444466,313,117
log_bid_depth,-1.0,4.718945503234863,5.3051910400390625,-0.1542284481581606,313,117
log_bid_depth,-0.8,4.718945503234863,5.259472370147705,-0.16280276344174105,313,117
log_bid_depth,-0.6,4.654974937438965,5.0732831954956055,-0.15100625324267491,313,117
log_bid_depth,-0.4,4.529475212097168,5.232022762298584,-0.16678954698124027,313,117
log_bid_depth,-0.2,4.363096237182617,5.088756084442139,-0.15971710220911495,313,117
log_bid_depth,0.0,4.279995441436768,4.893370628356934,-0.16719914802981894,313,117
log_ask_depth,-15.0,7.934998512268066,8.320350646972656,-0.11788318178094537,313,117
log_ask_depth,-14.8,7.883306980133057,8.320350646972656,-0.13978318451161897,313,117
log_ask_depth,-14.6,7.880928993225098,8.320350646972656,-0.1317550039594768,313,117
log_ask_depth,-14.4,7.861876964569092,8.456318855285645,-0.14770213811747357,313,117
log_ask_depth,-14.2,7.861876964569092,8.321699142456055,-0.14650064170830945,313,117
log_ask_depth,-14.0,7.85805082321167,8.445930480957031,-0.15338193932443134,313,117
log_ask_depth,-13.8,7.851681232452393,8.404576301574707,-0.16026323694055322,313,117
log_ask_depth,-13.6,7.851681232452393,8.317578315734863,-0.1477567515906174,313,117
log_ask_depth,-13.4,7.903134346008301,8.317578315734863,-0.13623330875727047,313,117
log_ask_depth,-13.2,7.860071659088135,8.309530258178711,-0.12427295813877282,313,117
log_ask_depth,-13.0,7.860071659088135,8.17994213104248,-0.12989814587258675,313,117
log_ask_depth,-12.8,7.860071659088135,8.17994213104248,-0.14939515578493212,313,117
log_ask_depth,-12.6,7.85805082321167,8.317578315734863,-0.1624477758663062,313,117
log_ask_depth,-12.4,7.861876964569092,8.317578315734863,-0.1561126129816226,313,117
log_ask_depth,-12.2,7.878340244293213,8.317578315734863,-0.15108817345239067,313,117
log_ask_depth,-12.0,7.85805082321167,8.181132316589355,-0.14267769858824175,313,117
log_ask_depth,-11.8,7.845827102661133,8.181132316589355,-0.1505420387209525,313,117
log_ask_depth,-11.6,7.80012321472168,8.153629302978516,-0.14966822315065131,313,117
log_ask_depth,-11.4,7.774174690246582,8.153629302978516,-0.1468829360203162,313,117
log_ask_depth,-11.2,7.759472370147705,8.181132316589355,-0.14502607793342615,313,117
log_ask_depth,-11.0,7.826833248138428,8.316311836242676,-0.13164577701318914,313,117
log_ask_depth,-10.8,7.851381301879883,8.181132316589355,-0.12154228448158155,313,117
log_ask_depth,-10.6,7.805291652679443,8.092257499694824,-0.12957046503372383,313,117
log_ask_depth,-10.4,7.808172702789307,8.092257499694824,-0.1373255782201469,313,117
log_ask_depth,-10.2,7.747880935668945,8.092257499694824,-0.1446437836214194,313,117
log_ask_depth,-10.0,7.776379585266113,8.181132316589355,-0.13377570246579829,313,117
log_ask_depth,-9.8,7.717800617218018,8.181132316589355,-0.15731410939078672,313,117
log_ask_depth,-9.6,7.6999077796936035,8.209978103637695,-0.15387346058272577,313,117
log_ask_depth,-9.4,7.688377857208252,8.158677101135254,-0.1582971519073756,313,117
log_ask_depth,-9.2,7.674686431884766,8.181132316589355,-0.15092433303295927,313,117
log_ask_depth,-9.0,7.692310810089111,8.158677101135254,-0.14606373392315886,313,117
