session,n_jumps,n_plays,share_within_window,share_within_window_null,lift,median_lag_s,median_lag_s_null
books_2026-09-13,14767,893,0.647863479379698,0.6840251913049367,0.9471339471339473,80.79650000000001,70.56662475585938
