slug,ts,signed,market_type,lag_s,null_lag_s
mlb-bal-tor-2026-09-13,1789321020200.0,-1,total,,43.4853056640625
mlb-bal-tor-2026-09-13,1789321253800.0,1,total,,173.72255590820313
mlb-bal-tor-2026-09-13,1789321292800.0,-1,total,29.517,45.39585693359375
mlb-bal-tor-2026-09-13,1789321323000.0,1,total,59.717,
mlb-bal-tor-2026-09-13,1789321362600.0,1,total,99.317,121.5366123046875
mlb-bal-tor-2026-09-13,1789321424800.0,1,total,31.312,189.4835908203125
mlb-bal-tor-2026-09-13,1789321454800.0,1,total,61.312,105.65501098632812
mlb-bal-tor-2026-09-13,1789321484800.0,-1,total,91.312,118.87365869140625
mlb-bal-tor-2026-09-13,1789321527000.0,1,total,133.512,137.44061279296875
mlb-bal-tor-2026-09-13,1789321559000.0,1,total,165.512,64.64605517578126
mlb-bal-tor-2026-09-13,1789321637800.0,1,total,67.734,147.93395751953125
mlb-bal-tor-2026-09-13,1789321675800.0,1,total,105.734,
mlb-bal-tor-2026-09-13,1789321712600.0,1,total,142.534,150.39785986328124
mlb-bal-tor-2026-09-13,1789321767200.0,1,total,197.134,100.1078427734375
mlb-bal-tor-2026-09-13,1789321815400.0,-1,total,245.334,120.4972138671875
mlb-bal-tor-2026-09-13,1789321845400.0,1,total,25.429,45.6173935546875
mlb-bal-tor-2026-09-13,1789321879200.0,-1,total,59.229,7.026500244140625
mlb-bal-tor-2026-09-13,1789321941000.0,-1,total,39.23,115.3303330078125
mlb-bal-tor-2026-09-13,1789321984000.0,-1,total,82.23,164.73398217773436
mlb-bal-tor-2026-09-13,1789322144600.0,-1,total,131.544,101.34810107421875
mlb-bal-tor-2026-09-13,1789322176200.0,-1,total,163.144,46.2987275390625
mlb-bal-tor-2026-09-13,1789322242600.0,-1,total,35.586,11.353232666015625
mlb-bal-tor-2026-09-13,1789322274400.0,-1,total,67.386,93.50851904296874
mlb-bal-tor-2026-09-13,1789322304400.0,-1,total,25.577,147.99730517578126
mlb-bal-tor-2026-09-13,1789322335800.0,-1,total,56.977,64.67622314453125
mlb-bal-tor-2026-09-13,1789322369600.0,-1,total,24.65,15.043720458984374
mlb-bal-tor-2026-09-13,1789322513800.0,1,total,119.163,79.9020078125
mlb-bal-tor-2026-09-13,1789322543800.0,1,total,149.163,208.57182568359374
mlb-bal-tor-2026-09-13,1789322606200.0,-1,total,211.563,36.446214111328125
mlb-bal-tor-2026-09-13,1789322642000.0,1,total,32.565,181.40906860351564
mlb-bal-tor-2026-09-13,1789322702200.0,-1,total,36.597,66.12807177734375
mlb-bal-tor-2026-09-13,1789322737200.0,-1,total,71.597,68.6276787109375
mlb-bal-tor-2026-09-13,1789322767200.0,-1,total,101.597,6.033126953125
mlb-bal-tor-2026-09-13,1789322899000.0,-1,total,129.498,37.042455322265624
mlb-bal-tor-2026-09-13,1789322937800.0,1,total,15.249,18.57060888671875
mlb-bal-tor-2026-09-13,1789322970000.0,1,total,47.449,91.59158129882813
mlb-bal-tor-2026-09-13,1789323069400.0,1,total,78.325,28.64003076171875
mlb-bal-tor-2026-09-13,1789323105200.0,-1,total,114.125,166.7824865722656
mlb-bal-tor-2026-09-13,1789323136200.0,1,total,145.125,54.13226342773437
mlb-bal-tor-2026-09-13,1789323197200.0,1,total,37.814,21.38043798828125
mlb-bal-tor-2026-09-13,1789323237000.0,1,total,77.614,45.30542236328125
mlb-bal-tor-2026-09-13,1789323269000.0,-1,total,109.614,58.049185791015624
mlb-bal-tor-2026-09-13,1789323299200.0,1,total,24.161,174.7824287109375
mlb-bal-tor-2026-09-13,1789323338000.0,1,total,62.961,92.88206665039063
mlb-bal-tor-2026-09-13,1789323476400.0,1,total,119.265,96.19259497070313
mlb-bal-tor-2026-09-13,1789323506400.0,-1,total,149.265,174.8194384765625
mlb-bal-tor-2026-09-13,1789323545200.0,1,total,188.065,66.34815380859375
mlb-bal-tor-2026-09-13,1789323575200.0,-1,total,26.495,36.235519287109376
mlb-bal-tor-2026-09-13,1789323663400.0,1,total,60.134,58.731386962890625
mlb-bal-tor-2026-09-13,1789323693600.0,-1,total,90.334,32.73895849609375
mlb-bal-tor-2026-09-13,1789323731000.0,1,total,127.734,45.90134521484375
mlb-bal-tor-2026-09-13,1789323761000.0,1,total,157.734,109.03771630859374
mlb-bal-tor-2026-09-13,1789323803400.0,1,total,26.302,33.90646411132813
mlb-bal-tor-2026-09-13,1789323837200.0,1,total,60.102,48.60560693359375
mlb-bal-tor-2026-09-13,1789323867200.0,-1,total,90.102,74.54857153320313
mlb-bal-tor-2026-09-13,1789323897400.0,1,total,27.665,161.17870458984376
mlb-bal-tor-2026-09-13,1789324048200.0,1,total,130.158,91.9867841796875
mlb-bal-tor-2026-09-13,1789324078200.0,-1,total,160.158,46.00492358398437
mlb-bal-tor-2026-09-13,1789324140000.0,-1,total,41.216,19.859348388671876
mlb-bal-tor-2026-09-13,1789324174600.0,-1,total,75.816,158.286462890625
mlb-bal-tor-2026-09-13,1789324212400.0,1,total,14.606,42.27352001953125
mlb-bal-tor-2026-09-13,1789324245000.0,-1,total,47.206,57.61069409179687
mlb-bal-tor-2026-09-13,1789324275000.0,1,total,23.859,45.78092138671875
mlb-bal-tor-2026-09-13,1789324309400.0,1,total,58.259,32.05545288085938
mlb-bal-tor-2026-09-13,1789324339400.0,1,total,88.259,154.3545634765625
mlb-bal-tor-2026-09-13,1789324375600.0,1,total,124.459,107.5124609375
mlb-bal-tor-2026-09-13,1789324408400.0,1,total,28.17,67.85361254882812
