slug,gamePk,inning,half,is_top,start_ms,end_ms,is_scoring,has_out,event,away_score,home_score,description
mlb-col-nyy-2026-09-10,823499,2,bottom,False,1789083612718.0,1789083661276.0,False,False,Single,1,2,Ryan McMahon singles on a sharp line drive to right fielder Jordan Beck.
mlb-col-nyy-2026-09-10,823499,2,bottom,False,1789083667178.0,1789083785249.0,False,False,Walk,1,2,Austin Wells walks. Ryan McMahon to 2nd.
mlb-col-nyy-2026-09-10,823499,2,bottom,False,1789083801797.0,1789083968585.0,True,False,Single,1,3,Anthony Volpe singles on a ground ball to left fielder Jake McCarthy. Ryan McMahon scores. Austin Wells to 2nd.
mlb-col-nyy-2026-09-10,823499,2,bottom,False,1789083993724.0,1789084020014.0,False,True,Groundout,1,3,Ben Rice grounds out to first baseman TJ Rumfield. Austin Wells to 3rd. Anthony Volpe to 2nd.
mlb-col-nyy-2026-09-10,823499,2,bottom,False,1789084060409.0,1789084075618.0,True,True,Sac Fly,1,4,Cody Bellinger out on a sacrifice fly to center fielder Cole Carrigg. Austin Wells scores.
mlb-col-nyy-2026-09-10,823499,2,bottom,False,1789084091646.0,1789084204136.0,False,True,Flyout,1,4,Jasson Domínguez flies out to left fielder Jake McCarthy.
mlb-col-nyy-2026-09-10,823499,3,top,True,1789084316159.0,1789084435694.0,False,False,Walk,1,4,Jordan Beck walks.
mlb-col-nyy-2026-09-10,823499,3,top,True,1789084443578.0,1789084609468.0,False,True,Flyout,1,4,Ezequiel Tovar flies out to center fielder Spencer Jones.
mlb-col-nyy-2026-09-10,823499,3,top,True,1789084622893.0,1789084812291.0,False,True,Strikeout,1,4,Jake McCarthy strikes out swinging.
mlb-col-nyy-2026-09-10,823499,3,top,True,1789084824779.0,1789084918492.0,False,False,Field Error,1,4,Connor Norby reaches on a throwing error by third baseman Ryan McMahon. Jordan Beck to 3rd.
mlb-col-nyy-2026-09-10,823499,3,top,True,1789085003282.0,1789085067971.0,False,True,Forceout,1,4,"Hunter Goodman grounds into a force out, shortstop George Lombard Jr. to second baseman Anthony Volpe. Connor Norby out "
mlb-col-nyy-2026-09-10,823499,3,bottom,False,1789085199105.0,1789085274566.0,False,True,Flyout,1,4,Luis García Jr. flies out to left fielder Jake McCarthy.
mlb-col-nyy-2026-09-10,823499,3,bottom,False,1789085288936.0,1789085324927.0,False,True,Flyout,1,4,Spencer Jones flies out sharply to right fielder Jordan Beck.
mlb-col-nyy-2026-09-10,823499,3,bottom,False,1789085331804.0,1789085392340.0,False,True,Groundout,1,4,"George Lombard Jr. grounds out, third baseman Kyle Karros to first baseman TJ Rumfield."
mlb-col-nyy-2026-09-10,823499,4,top,True,1789085514263.0,1789085670873.0,False,False,Walk,1,4,TJ Rumfield walks.
mlb-col-nyy-2026-09-10,823499,4,top,True,1789085741754.0,1789085930143.0,False,True,Strikeout,1,4,Cole Carrigg strikes out swinging.
mlb-col-nyy-2026-09-10,823499,4,top,True,1789086070244.0,1789086124854.0,False,True,Strikeout,1,4,Kyle Karros strikes out swinging.
mlb-col-nyy-2026-09-10,823499,4,top,True,1789086136683.0,1789086280429.0,False,True,Groundout,1,4,Adael Amador grounds out to first baseman Luis García Jr.
mlb-col-nyy-2026-09-10,823499,4,bottom,False,1789086396712.0,1789086489192.0,False,True,Pop Out,1,4,Ryan McMahon pops out to third baseman Kyle Karros in foul territory.
mlb-col-nyy-2026-09-10,823499,4,bottom,False,1789086501388.0,1789086585775.0,False,True,Groundout,1,4,"Austin Wells grounds out, first baseman TJ Rumfield to pitcher Ryan Feltner."
mlb-col-nyy-2026-09-10,823499,4,bottom,False,1789086601147.0,1789086741262.0,False,True,Groundout,1,4,"Anthony Volpe grounds out, shortstop Ezequiel Tovar to first baseman TJ Rumfield."
mlb-col-nyy-2026-09-10,823499,5,top,True,1789086878889.0,1789086918737.0,False,True,Groundout,1,4,"Jordan Beck grounds out, third baseman Ryan McMahon to first baseman Luis García Jr."
mlb-col-nyy-2026-09-10,823499,5,top,True,1789086933447.0,1789087011971.0,False,False,Single,1,4,Ezequiel Tovar singles on a line drive to center fielder Spencer Jones.
mlb-col-nyy-2026-09-10,823499,5,top,True,1789087016669.0,1789087062506.0,False,True,Flyout,1,4,Jake McCarthy flies out to left fielder Cody Bellinger.
mlb-col-nyy-2026-09-10,823499,5,top,True,1789087068479.0,1789087126704.0,False,True,Strikeout,1,4,Connor Norby strikes out swinging.
mlb-col-nyy-2026-09-10,823499,5,bottom,False,1789087239053.0,1789087280717.0,False,True,Flyout,1,4,Ben Rice flies out to center fielder Cole Carrigg.
mlb-col-nyy-2026-09-10,823499,5,bottom,False,1789087288113.0,1789087362698.0,False,False,Double,1,4,Cody Bellinger doubles (24) on a fly ball to right fielder Jordan Beck.
mlb-col-nyy-2026-09-10,823499,5,bottom,False,1789087395444.0,1789087476389.0,False,True,Strikeout,1,4,Jasson Domínguez strikes out swinging.
mlb-col-nyy-2026-09-10,823499,5,bottom,False,1789087484520.0,1789087510526.0,False,True,Pop Out,1,4,Luis García Jr. pops out to first baseman TJ Rumfield in foul territory.
mlb-col-nyy-2026-09-10,823499,6,top,True,1789087624754.0,1789087648432.0,False,True,Flyout,1,4,Hunter Goodman flies out to left fielder Cody Bellinger.
mlb-col-nyy-2026-09-10,823499,6,top,True,1789087805369.0,1789087852555.0,False,True,Groundout,1,4,"TJ Rumfield grounds out softly, pitcher Ryan Yarbrough to first baseman Luis García Jr."
mlb-col-nyy-2026-09-10,823499,6,top,True,1789087869281.0,1789087963509.0,False,False,Double,1,4,Cole Carrigg doubles (20) on a ground ball to left fielder Cody Bellinger.
mlb-col-nyy-2026-09-10,823499,6,top,True,1789087989847.0,1789088079215.0,False,True,Strikeout,1,4,"Austin Wells challenged (pitch result), call on the field was overturned: Kyle Karros called out on strikes."
mlb-col-nyy-2026-09-10,823499,6,bottom,False,1789088226146.0,1789088239487.0,False,False,Single,1,4,Spencer Jones singles on a ground ball to center fielder Cole Carrigg.
mlb-col-nyy-2026-09-10,823499,6,bottom,False,1789088249121.0,1789088358739.0,False,True,Strikeout,1,4,George Lombard Jr. strikes out swinging.
mlb-col-nyy-2026-09-10,823499,6,bottom,False,1789088373019.0,1789088490596.0,False,True,Flyout,1,4,Ryan McMahon flies out to left fielder Jake McCarthy.
mlb-col-nyy-2026-09-10,823499,6,bottom,False,1789088496295.0,1789088611147.0,False,False,Walk,1,4,Austin Wells walks. Spencer Jones to 2nd.
mlb-col-nyy-2026-09-10,823499,6,bottom,False,1789088622856.0,1789088687126.0,False,False,Single,1,4,Anthony Volpe singles on a ground ball to shortstop Ezequiel Tovar. Spencer Jones to 3rd. Austin Wells to 2nd.
mlb-col-nyy-2026-09-10,823499,6,bottom,False,1789088716170.0,1789088814653.0,False,True,Flyout,1,4,Ben Rice flies out sharply to center fielder Cole Carrigg.
mlb-col-nyy-2026-09-10,823499,7,top,True,1789088946564.0,1789089099967.0,False,True,Groundout,1,4,"Adael Amador grounds out, third baseman Ryan McMahon to first baseman Luis García Jr."
mlb-col-nyy-2026-09-10,823499,7,top,True,1789089115655.0,1789089192628.0,False,True,Lineout,1,4,Jordan Beck lines out to center fielder Spencer Jones.
mlb-col-nyy-2026-09-10,823499,7,top,True,1789089212344.0,1789089300844.0,False,False,Walk,1,4,Ezequiel Tovar walks.
mlb-col-nyy-2026-09-10,823499,7,top,True,1789089447506.0,1789089464371.0,True,False,Triple,2,4,Jake McCarthy triples (9) on a fly ball to right fielder Jasson Domínguez. Ezequiel Tovar scores.
mlb-col-nyy-2026-09-10,823499,7,top,True,1789089490089.0,1789089603725.0,False,False,Walk,2,4,Connor Norby walks.
mlb-col-nyy-2026-09-10,823499,7,top,True,1789089618243.0,1789089645732.0,False,True,Flyout,2,4,Hunter Goodman flies out to left fielder Cody Bellinger.
mlb-col-nyy-2026-09-10,823499,7,bottom,False,1789089888059.0,1789089925600.0,False,False,Double,2,4,Cody Bellinger doubles (25) on a sharp fly ball to center fielder Cole Carrigg.
mlb-col-nyy-2026-09-10,823499,7,bottom,False,1789089952835.0,1789090056126.0,False,False,Walk,2,4,Jasson Domínguez walks.
mlb-col-nyy-2026-09-10,823499,7,bottom,False,1789090143041.0,1789090226044.0,False,True,Groundout,2,4,Luis García Jr. grounds out to first baseman TJ Rumfield.
mlb-col-nyy-2026-09-10,823499,7,bottom,False,1789090246731.0,1789090289421.0,True,False,Single,2,6,Spencer Jones singles on a sharp line drive to center fielder Cole Carrigg. Cody Bellinger scores. Jasson Domínguez scor
mlb-col-nyy-2026-09-10,823499,7,bottom,False,1789090326542.0,1789090341915.0,False,True,Pop Out,2,6,George Lombard Jr. pops out to shortstop Ezequiel Tovar.
mlb-col-nyy-2026-09-10,823499,7,bottom,False,1789090364844.0,1789090476647.0,False,False,Walk,2,6,Ryan McMahon walks.
mlb-col-nyy-2026-09-10,823499,7,bottom,False,1789090673554.0,1789090753870.0,False,False,Walk,2,6,Austin Wells walks. Spencer Jones to 3rd. Ryan McMahon to 2nd.
mlb-col-nyy-2026-09-10,823499,7,bottom,False,1789090774947.0,1789090845600.0,True,False,Home Run,2,10,Anthony Volpe hits a grand slam (2) to right field. Spencer Jones scores. Ryan McMahon scores. Austin Wells scores.
mlb-col-nyy-2026-09-10,823499,7,bottom,False,1789090896710.0,1789091006598.0,False,True,Strikeout,2,10,"Hunter Goodman challenged (pitch result), call on the field was overturned: Ben Rice called out on strikes."
mlb-col-nyy-2026-09-10,823499,8,top,True,1789091151932.0,1789091165279.0,False,True,Flyout,2,10,TJ Rumfield flies out sharply to right fielder Jasson Domínguez.
mlb-col-nyy-2026-09-10,823499,8,top,True,1789091188562.0,1789091301365.0,False,False,Walk,2,10,Zac Veen walks.
mlb-col-nyy-2026-09-10,823499,8,top,True,1789091312778.0,1789091376599.0,False,True,Strikeout,2,10,Kyle Karros strikes out swinging.
mlb-col-nyy-2026-09-10,823499,8,top,True,1789091383879.0,1789091494328.0,True,False,Single,3,10,"Adael Amador singles on a line drive to center fielder Spencer Jones, deflected by right fielder Jasson Domínguez. Zac V"
mlb-col-nyy-2026-09-10,823499,8,top,True,1789091528408.0,1789091575939.0,False,True,Pop Out,3,10,Jordan Beck pops out to catcher Austin Wells in foul territory.
mlb-col-nyy-2026-09-10,823499,8,bottom,False,1789091716924.0,1789091758145.0,False,True,Groundout,3,10,"Heliot Ramos grounds out, first baseman TJ Rumfield to pitcher Jimmy Herget."
mlb-col-nyy-2026-09-10,823499,8,bottom,False,1789091776498.0,1789091882868.0,False,True,Strikeout,3,10,Jasson Domínguez strikes out swinging.
mlb-col-nyy-2026-09-10,823499,8,bottom,False,1789091891420.0,1789091915445.0,False,True,Groundout,3,10,"Luis García Jr. grounds out, second baseman Connor Norby to first baseman TJ Rumfield."
mlb-col-nyy-2026-09-10,823499,9,top,True,1789092048877.0,1789092090194.0,False,False,Single,3,10,Ezequiel Tovar singles on a fly ball to center fielder Spencer Jones.
mlb-col-nyy-2026-09-10,823499,9,top,True,1789092099601.0,1789092240045.0,False,False,Single,3,10,Jake McCarthy singles on a line drive to center fielder Spencer Jones. Ezequiel Tovar to 2nd.
mlb-col-nyy-2026-09-10,823499,9,top,True,1789092269132.0,1789092301667.0,False,False,Single,3,10,Vimael Machín singles on a sharp line drive to right fielder Jasson Domínguez. Ezequiel Tovar to 3rd. Jake McCarthy to 2
mlb-col-nyy-2026-09-10,823499,9,top,True,1789092379069.0,1789092461271.0,False,True,Flyout,3,10,Hunter Goodman flies out to left fielder Heliot Ramos.
mlb-col-nyy-2026-09-10,823499,9,top,True,1789092483338.0,1789092565126.0,False,True,Flyout,3,10,TJ Rumfield flies out to center fielder Spencer Jones.
mlb-col-nyy-2026-09-10,823499,9,top,True,1789092610750.0,1789092710593.0,False,True,Strikeout,3,10,Zac Veen strikes out swinging.
mlb-hou-phi-2026-09-10,823413,1,top,True,1789059970108.0,1789060024777.0,False,True,Flyout,0,0,Jeremy Peña flies out to left fielder Brandon Marsh.
mlb-hou-phi-2026-09-10,823413,1,top,True,1789060028873.0,1789060155538.0,False,True,Strikeout,0,0,Yordan Alvarez strikes out swinging.
mlb-hou-phi-2026-09-10,823413,1,top,True,1789060165752.0,1789060226707.0,False,False,Single,0,0,Isaac Paredes singles on a ground ball to left fielder Brandon Marsh.
mlb-hou-phi-2026-09-10,823413,1,top,True,1789060238197.0,1789060264860.0,False,True,Flyout,0,0,Jose Altuve flies out to right fielder Bryce Harper.
mlb-hou-phi-2026-09-10,823413,1,bottom,False,1789060375151.0,1789060561417.0,False,False,Walk,0,0,Kyle Schwarber walks.
mlb-hou-phi-2026-09-10,823413,1,bottom,False,1789060568133.0,1789060720208.0,False,True,Flyout,0,0,Trea Turner flies out to center fielder Daulton Varsho.
mlb-hou-phi-2026-09-10,823413,1,bottom,False,1789060728317.0,1789060774736.0,False,True,Grounded Into DP,0,0,"Bryce Harper grounds into a double play, first baseman Christian Walker to shortstop Jeremy Peña to first baseman Christ"
mlb-hou-phi-2026-09-10,823413,2,top,True,1789060890204.0,1789060951337.0,False,True,Pop Out,0,0,Daulton Varsho pops out to shortstop Trea Turner.
mlb-hou-phi-2026-09-10,823413,2,top,True,1789060961394.0,1789061002377.0,False,False,Single,0,0,Christian Walker singles on a line drive to left fielder Brandon Marsh.
mlb-hou-phi-2026-09-10,823413,2,top,True,1789061008456.0,1789061217262.0,False,True,Strikeout,0,0,Cam Smith called out on strikes.
mlb-hou-phi-2026-09-10,823413,2,top,True,1789061226850.0,1789061297736.0,True,False,Double,1,0,Taylor Trammell doubles (10) on a line drive to right fielder Bryce Harper. Christian Walker scores.
mlb-hou-phi-2026-09-10,823413,2,top,True,1789061326566.0,1789061403097.0,False,True,Groundout,1,0,"Christian Vázquez grounds out, shortstop Trea Turner to first baseman Alec Bohm."
mlb-hou-phi-2026-09-10,823413,2,bottom,False,1789061549665.0,1789061650597.0,False,True,Flyout,1,0,Luis Arraez flies out to center fielder Daulton Varsho.
mlb-hou-phi-2026-09-10,823413,2,bottom,False,1789061680419.0,1789061691348.0,False,True,Flyout,1,0,Alec Bohm flies out to right fielder Cam Smith.
mlb-hou-phi-2026-09-10,823413,2,bottom,False,1789061707459.0,1789061859333.0,False,True,Flyout,1,0,Bryson Stott flies out to left fielder Taylor Trammell.
mlb-hou-phi-2026-09-10,823413,3,top,True,1789061981917.0,1789062044643.0,False,True,Strikeout,1,0,Jeremy Peña strikes out swinging.
mlb-hou-phi-2026-09-10,823413,3,top,True,1789062065550.0,1789062128636.0,False,True,Strikeout,1,0,Yordan Alvarez strikes out swinging.
mlb-hou-phi-2026-09-10,823413,3,top,True,1789062143462.0,1789062261611.0,False,True,Groundout,1,0,"Isaac Paredes grounds out, second baseman Luis Arraez to first baseman Alec Bohm."
mlb-hou-phi-2026-09-10,823413,3,bottom,False,1789062382811.0,1789062485393.0,False,True,Strikeout,1,0,Brandon Marsh strikes out swinging.
mlb-hou-phi-2026-09-10,823413,3,bottom,False,1789062492308.0,1789062545772.0,False,True,Lineout,1,0,Justin Crawford lines out to shortstop Jeremy Peña.
mlb-hou-phi-2026-09-10,823413,3,bottom,False,1789062552330.0,1789062660698.0,False,True,Groundout,1,0,"Rafael Marchán grounds out, third baseman Isaac Paredes to first baseman Christian Walker."
mlb-hou-phi-2026-09-10,823413,4,top,True,1789062801043.0,1789062822477.0,False,True,Groundout,1,0,"Jose Altuve grounds out softly, catcher Rafael Marchán to first baseman Alec Bohm."
mlb-hou-phi-2026-09-10,823413,4,top,True,1789062847858.0,1789062948736.0,False,True,Strikeout,1,0,Daulton Varsho strikes out swinging.
mlb-hou-phi-2026-09-10,823413,4,top,True,1789062961391.0,1789063021718.0,False,True,Flyout,1,0,Christian Walker flies out sharply to center fielder Justin Crawford.
mlb-hou-phi-2026-09-10,823413,4,bottom,False,1789063137990.0,1789063291277.0,False,True,Strikeout,1,0,Kyle Schwarber strikes out on a foul tip.
mlb-hou-phi-2026-09-10,823413,4,bottom,False,1789063307957.0,1789063422019.0,False,True,Lineout,1,0,Trea Turner lines out to right fielder Cam Smith.
mlb-hou-phi-2026-09-10,823413,4,bottom,False,1789063438636.0,1789063483317.0,False,True,Groundout,1,0,"Bryce Harper grounds out, shortstop Jeremy Peña to first baseman Christian Walker."
mlb-hou-phi-2026-09-10,823413,5,top,True,1789063603561.0,1789063652243.0,False,False,Single,1,0,Cam Smith singles on a line drive to left fielder Brandon Marsh.
mlb-hou-phi-2026-09-10,823413,5,top,True,1789063660644.0,1789063830417.0,False,True,Grounded Into DP,1,0,"Taylor Trammell grounds into a double play, first baseman Alec Bohm to shortstop Trea Turner. Cam Smith out at 2nd. Tayl"
mlb-hou-phi-2026-09-10,823413,5,top,True,1789063860169.0,1789063870558.0,False,True,Groundout,1,0,"Christian Vázquez grounds out, shortstop Trea Turner to first baseman Alec Bohm."
mlb-hou-phi-2026-09-10,823413,5,bottom,False,1789064009944.0,1789064095037.0,False,False,Single,1,0,Luis Arraez singles on a line drive to left fielder Taylor Trammell.
mlb-hou-phi-2026-09-10,823413,5,bottom,False,1789064108444.0,1789064161151.0,False,False,Double,1,0,Alec Bohm doubles (27) on a fly ball to right fielder Cam Smith. Luis Arraez to 3rd.
mlb-hou-phi-2026-09-10,823413,5,bottom,False,1789064180281.0,1789064260997.0,True,True,Fielders Choice Out,1,1,"Bryson Stott reaches on a fielder's choice out, shortstop Jeremy Peña to third baseman Isaac Paredes. Luis Arraez scores"
mlb-hou-phi-2026-09-10,823413,5,bottom,False,1789064294030.0,1789064302976.0,False,True,Grounded Into DP,1,1,"Brandon Marsh grounds into a double play, first baseman Christian Walker to shortstop Jeremy Peña to first baseman Chris"
mlb-hou-phi-2026-09-10,823413,6,top,True,1789064448223.0,1789064584520.0,False,True,Strikeout,1,1,Jeremy Peña strikes out swinging.
mlb-hou-phi-2026-09-10,823413,6,top,True,1789064593406.0,1789064678231.0,False,True,Strikeout,1,1,Yordan Alvarez strikes out swinging.
mlb-hou-phi-2026-09-10,823413,6,top,True,1789064687379.0,1789064818817.0,False,True,Strikeout,1,1,Isaac Paredes strikes out swinging.
mlb-hou-phi-2026-09-10,823413,6,bottom,False,1789064934007.0,1789064962897.0,False,False,Single,1,1,Justin Crawford singles on a ground ball to second baseman Jose Altuve.
mlb-hou-phi-2026-09-10,823413,6,bottom,False,1789064981707.0,1789065079911.0,False,True,Strikeout,1,1,Rafael Marchán strikes out on a foul bunt.
mlb-hou-phi-2026-09-10,823413,6,bottom,False,1789065128997.0,1789065284433.0,False,True,Strikeout,1,1,Kyle Schwarber strikes out swinging.
mlb-hou-phi-2026-09-10,823413,6,bottom,False,1789065300070.0,1789065457277.0,False,True,Strikeout,1,1,Trea Turner strikes out on a foul tip.
mlb-hou-phi-2026-09-10,823413,7,top,True,1789065559789.0,1789065636057.0,False,False,Single,1,1,Jose Altuve singles on a bunt ground ball to third baseman Bryson Stott.
mlb-hou-phi-2026-09-10,823413,7,top,True,1789065653820.0,1789065856352.0,False,True,Flyout,1,1,Daulton Varsho flies out to center fielder Justin Crawford. Jose Altuve to 2nd.
mlb-hou-phi-2026-09-10,823413,7,top,True,1789065884505.0,1789065892756.0,False,True,Groundout,1,1,"Christian Walker grounds out, second baseman Luis Arraez to pitcher Zack Wheeler. Jose Altuve to 3rd."
mlb-hou-phi-2026-09-10,823413,7,top,True,1789065923540.0,1789066110851.0,False,False,Walk,1,1,Cam Smith walks.
mlb-hou-phi-2026-09-10,823413,7,top,True,1789066204742.0,1789066340348.0,False,False,Walk,1,1,Taylor Trammell walks. Cam Smith to 2nd.
mlb-hou-phi-2026-09-10,823413,7,top,True,1789066404292.0,1789066498021.0,False,True,Strikeout,1,1,Yainer Diaz strikes out swinging.
mlb-hou-phi-2026-09-10,823413,7,bottom,False,1789066676485.0,1789066740697.0,False,True,Lineout,1,1,Bryce Harper lines out sharply to right fielder Cam Smith.
mlb-hou-phi-2026-09-10,823413,7,bottom,False,1789066745920.0,1789066886978.0,False,True,Pop Out,1,1,Luis Arraez pops out to third baseman Isaac Paredes.
mlb-hou-phi-2026-09-10,823413,7,bottom,False,1789066900589.0,1789066956237.0,False,True,Groundout,1,1,"Alec Bohm grounds out, shortstop Jeremy Peña to first baseman Christian Walker."
mlb-hou-phi-2026-09-10,823413,8,top,True,1789067114305.0,1789067283797.0,False,False,Single,1,1,"Jeremy Peña singles on a ground ball to shortstop Trea Turner. Jeremy Peña to 2nd. Jeremy Peña advances to 2nd, on a thr"
mlb-hou-phi-2026-09-10,823413,8,top,True,1789067331312.0,1789067397218.0,False,False,Intent Walk,1,1,José Alvarado intentionally walks Yordan Alvarez.
mlb-hou-phi-2026-09-10,823413,8,top,True,1789067478043.0,1789067524876.0,False,True,Double Play,1,1,"Isaac Paredes lines into a double play, shortstop Trea Turner to second baseman Luis Arraez. Jeremy Peña out at 2nd."
mlb-hou-phi-2026-09-10,823413,8,top,True,1789067562669.0,1789067650916.0,False,False,Double,1,1,Jose Altuve doubles (22) on a sharp line drive to left fielder Brandon Marsh. Yordan Alvarez to 3rd.
mlb-hou-phi-2026-09-10,823413,8,top,True,1789067708702.0,1789067719496.0,False,True,Pop Out,1,1,Daulton Varsho pops out softly to third baseman Bryson Stott in foul territory.
mlb-hou-phi-2026-09-10,823413,8,bottom,False,1789067875628.0,1789067918018.0,False,True,Strikeout,1,1,Bryson Stott strikes out swinging.
mlb-hou-phi-2026-09-10,823413,8,bottom,False,1789067934864.0,1789068022027.0,False,True,Strikeout,1,1,Brandon Marsh strikes out swinging.
mlb-hou-phi-2026-09-10,823413,8,bottom,False,1789068044024.0,1789068097993.0,False,True,Strikeout,1,1,Justin Crawford strikes out swinging.
mlb-hou-phi-2026-09-10,823413,9,top,True,1789068265194.0,1789068418951.0,False,True,Groundout,1,1,"Christian Walker grounds out, second baseman Luis Arraez to first baseman Alec Bohm."
mlb-hou-phi-2026-09-10,823413,9,top,True,1789068442840.0,1789068477809.0,True,False,Home Run,2,1,Cam Smith homers (20) on a fly ball to center field.
mlb-hou-phi-2026-09-10,823413,9,top,True,1789068477949.0,1789068576770.0,False,True,Pop Out,2,1,Taylor Trammell pops out to second baseman Luis Arraez.
mlb-hou-phi-2026-09-10,823413,9,top,True,1789068585754.0,1789068673547.0,False,True,Strikeout,2,1,Yainer Diaz strikes out swinging.
mlb-hou-phi-2026-09-10,823413,9,bottom,False,1789068827928.0,1789068881030.0,False,True,Strikeout,2,1,Edmundo Sosa strikes out swinging.
mlb-hou-phi-2026-09-10,823413,9,bottom,False,1789068901921.0,1789068929621.0,False,True,Groundout,2,1,"Kyle Schwarber grounds out, shortstop Jeremy Peña to first baseman Christian Walker."
mlb-hou-phi-2026-09-10,823413,9,bottom,False,1789068943056.0,1789069010277.0,False,True,Groundout,2,1,"Trea Turner grounds out, second baseman Nick Allen to first baseman Christian Walker."
mlb-pit-cws-2026-09-10,824550,1,top,True,1789083611155.0,1789083695303.0,False,True,Lineout,0,0,Konnor Griffin lines out to left fielder Sam Antonacci.
mlb-pit-cws-2026-09-10,824550,1,top,True,1789083700976.0,1789083777309.0,False,False,Single,0,0,Oneil Cruz singles on a ground ball to left fielder Sam Antonacci.
mlb-pit-cws-2026-09-10,824550,1,top,True,1789083790658.0,1789083892142.0,False,True,Strikeout,0,0,Bryan Reynolds strikes out on a foul tip.
mlb-pit-cws-2026-09-10,824550,1,top,True,1789083902794.0,1789084005809.0,False,True,Strikeout,0,0,Nick Gonzales strikes out swinging.
mlb-pit-cws-2026-09-10,824550,1,bottom,False,1789084120582.0,1789084223549.0,False,True,Lineout,0,0,Sam Antonacci lines out to center fielder Oneil Cruz.
mlb-pit-cws-2026-09-10,824550,1,bottom,False,1789084230272.0,1789084296047.0,False,True,Pop Out,0,0,Miguel Vargas pops out to shortstop Jared Triolo.
mlb-pit-cws-2026-09-10,824550,1,bottom,False,1789084303345.0,1789084407342.0,False,True,Strikeout,0,0,"Munetaka Murakami challenged (pitch result), call on the field was confirmed: Munetaka Murakami called out on strikes."
mlb-pit-cws-2026-09-10,824550,2,top,True,1789084545166.0,1789084556091.0,False,True,Groundout,0,0,Brandon Lowe grounds out to first baseman Munetaka Murakami.
mlb-pit-cws-2026-09-10,824550,2,top,True,1789084563971.0,1789084629582.0,False,True,Strikeout,0,0,Rafael Flores Jr. strikes out swinging.
mlb-pit-cws-2026-09-10,824550,2,top,True,1789084646350.0,1789084710054.0,False,True,Lineout,0,0,Jake Mangum lines out to right fielder Braden Montgomery.
mlb-pit-cws-2026-09-10,824550,2,bottom,False,1789084819309.0,1789084886384.0,False,True,Flyout,0,0,Andrew Benintendi flies out to center fielder Oneil Cruz.
mlb-pit-cws-2026-09-10,824550,2,bottom,False,1789084892878.0,1789084975981.0,False,True,Strikeout,0,0,Colson Montgomery strikes out swinging.
mlb-pit-cws-2026-09-10,824550,2,bottom,False,1789084978912.0,1789085053584.0,False,True,Groundout,0,0,"Braden Montgomery grounds out, first baseman Spencer Horwitz to pitcher Jared Jones."
mlb-pit-cws-2026-09-10,824550,3,top,True,1789085164525.0,1789085257660.0,False,False,Single,0,0,Spencer Horwitz singles on a sharp line drive to center fielder Tristan Peters.
mlb-pit-cws-2026-09-10,824550,3,top,True,1789085399041.0,1789085496253.0,False,True,Flyout,0,0,Jared Triolo flies out to center fielder Tristan Peters.
