slug,ts,signed,market_type,lag_s,null_lag_s
mlb-col-nyy-2026-09-10,1789081761200.0,-1,total,,7.627248046875
mlb-col-nyy-2026-09-10,1789081997600.0,-1,total,2.103,79.82648364257813
mlb-col-nyy-2026-09-10,1789082301800.0,1,total,173.793,187.98332470703124
mlb-col-nyy-2026-09-10,1789082338000.0,1,total,26.182,
mlb-col-nyy-2026-09-10,1789082371400.0,1,total,59.582,112.4105771484375
mlb-col-nyy-2026-09-10,1789082407400.0,-1,total,95.582,124.88712719726563
mlb-col-nyy-2026-09-10,1789082517000.0,1,total,97.767,40.38912133789062
mlb-col-nyy-2026-09-10,1789082547000.0,-1,total,127.767,7.13796826171875
mlb-col-nyy-2026-09-10,1789082635800.0,-1,total,77.62,65.19200463867188
mlb-col-nyy-2026-09-10,1789082665800.0,1,total,107.62,34.77635034179688
mlb-col-nyy-2026-09-10,1789082708800.0,-1,total,26.574,141.27963793945312
mlb-col-nyy-2026-09-10,1789082738800.0,1,total,56.574,
mlb-col-nyy-2026-09-10,1789082769200.0,-1,total,86.974,75.66627172851562
mlb-col-nyy-2026-09-10,1789082799200.0,1,total,116.974,105.42152124023437
mlb-col-nyy-2026-09-10,1789082833000.0,-1,total,24.687,8.913544921875
mlb-col-nyy-2026-09-10,1789082974000.0,-1,total,132.374,57.38969140625
mlb-col-nyy-2026-09-10,1789083005200.0,1,total,163.574,140.19909301757812
mlb-col-nyy-2026-09-10,1789083055400.0,1,total,213.774,41.01142846679687
mlb-col-nyy-2026-09-10,1789083115000.0,-1,total,33.711,37.649319091796876
mlb-col-nyy-2026-09-10,1789083168200.0,-1,total,86.911,99.360234375
mlb-col-nyy-2026-09-10,1789083198200.0,-1,total,116.911,46.57398901367188
mlb-col-nyy-2026-09-10,1789083244200.0,-1,total,162.911,47.864471435546875
mlb-col-nyy-2026-09-10,1789083297200.0,-1,total,27.297,180.308958984375
mlb-col-nyy-2026-09-10,1789083360200.0,-1,total,90.297,45.94622973632813
mlb-col-nyy-2026-09-10,1789083430800.0,-1,total,24.603,18.91269775390625
mlb-col-nyy-2026-09-10,1789083460800.0,-1,total,54.603,117.400404296875
mlb-col-nyy-2026-09-10,1789083498400.0,1,total,92.203,79.49447436523438
mlb-col-nyy-2026-09-10,1789083637000.0,-1,total,130.382,0.360077880859375
mlb-col-nyy-2026-09-10,1789083688000.0,-1,total,26.724,61.701784912109375
mlb-col-nyy-2026-09-10,1789083768600.0,-1,total,107.324,82.48650415039063
mlb-col-nyy-2026-09-10,1789083820400.0,1,total,35.151,1.501903564453125
mlb-col-nyy-2026-09-10,1789083853800.0,1,total,68.551,176.001697265625
mlb-col-nyy-2026-09-10,1789083894200.0,1,total,108.951,168.704462890625
mlb-col-nyy-2026-09-10,1789083937200.0,-1,total,151.951,99.00549926757813
mlb-col-nyy-2026-09-10,1789083967200.0,1,total,181.951,8.84162451171875
mlb-col-nyy-2026-09-10,1789084001800.0,1,total,33.215,49.1230078125
mlb-col-nyy-2026-09-10,1789084062600.0,1,total,42.586,11.170302001953125
mlb-col-nyy-2026-09-10,1789084098400.0,1,total,22.782,64.20544653320313
mlb-col-nyy-2026-09-10,1789084128400.0,1,total,52.782,23.278099609375
mlb-col-nyy-2026-09-10,1789084158800.0,-1,total,83.182,106.69288232421874
mlb-col-nyy-2026-09-10,1789084197200.0,-1,total,121.582,35.00516430664062
mlb-col-nyy-2026-09-10,1789084322200.0,1,total,118.064,29.583819091796876
mlb-col-nyy-2026-09-10,1789084352200.0,-1,total,148.064,62.80669750976563
mlb-col-nyy-2026-09-10,1789084389200.0,-1,total,185.064,2.25952734375
mlb-col-nyy-2026-09-10,1789084422600.0,1,total,218.464,206.14765478515625
mlb-col-nyy-2026-09-10,1789084455400.0,1,total,19.706,72.9949384765625
mlb-col-nyy-2026-09-10,1789084503600.0,-1,total,67.906,19.117539306640627
mlb-col-nyy-2026-09-10,1789084595200.0,-1,total,159.506,106.10197924804687
mlb-col-nyy-2026-09-10,1789084636800.0,-1,total,27.332,20.255267578125
mlb-col-nyy-2026-09-10,1789084691200.0,1,total,81.732,51.69487890625
mlb-col-nyy-2026-09-10,1789084722000.0,-1,total,112.532,7.160005859375
mlb-col-nyy-2026-09-10,1789084761800.0,-1,total,152.332,99.9833994140625
mlb-col-nyy-2026-09-10,1789084807800.0,-1,total,198.332,130.207576171875
mlb-col-nyy-2026-09-10,1789084837800.0,1,total,25.509,27.10250244140625
mlb-col-nyy-2026-09-10,1789084898600.0,1,total,86.309,188.804375
mlb-col-nyy-2026-09-10,1789084995400.0,1,total,76.908,98.71409838867187
mlb-col-nyy-2026-09-10,1789085037600.0,1,total,119.108,44.040490234375
mlb-col-nyy-2026-09-10,1789085208000.0,1,total,140.029,57.7679853515625
mlb-col-nyy-2026-09-10,1789085247400.0,-1,total,179.429,2.45481396484375
mlb-col-nyy-2026-09-10,1789085300200.0,-1,total,25.634,86.45144360351563
mlb-col-nyy-2026-09-10,1789085344600.0,1,total,19.673,91.40472045898437
mlb-col-nyy-2026-09-10,1789085385600.0,-1,total,60.673,57.74697509765625
mlb-col-nyy-2026-09-10,1789085531400.0,-1,total,139.06,95.55043530273437
mlb-col-nyy-2026-09-10,1789085567000.0,1,total,174.66,22.42147998046875
mlb-col-nyy-2026-09-10,1789085617400.0,-1,total,225.06,26.2980234375
mlb-col-nyy-2026-09-10,1789085655800.0,1,total,263.46,195.62416015625
mlb-col-nyy-2026-09-10,1789085743800.0,-1,total,72.927,68.94898950195312
mlb-col-nyy-2026-09-10,1789085793800.0,1,total,122.927,113.4574326171875
mlb-col-nyy-2026-09-10,1789085828200.0,1,total,157.327,188.43915209960937
mlb-col-nyy-2026-09-10,1789085878000.0,-1,total,207.127,121.35084814453126
mlb-col-nyy-2026-09-10,1789085916400.0,-1,total,245.527,40.4134150390625
mlb-col-nyy-2026-09-10,1789086093600.0,-1,total,163.457,103.5925615234375
mlb-col-nyy-2026-09-10,1789086123600.0,1,total,193.457,141.473779296875
mlb-col-nyy-2026-09-10,1789086153600.0,-1,total,28.746,78.14568505859376
mlb-col-nyy-2026-09-10,1789086195800.0,-1,total,70.946,24.529697021484374
mlb-col-nyy-2026-09-10,1789086225800.0,1,total,100.946,127.76092846679687
mlb-col-nyy-2026-09-10,1789086264400.0,1,total,139.546,72.87036889648438
mlb-col-nyy-2026-09-10,1789086407600.0,1,total,127.171,55.87646533203125
mlb-col-nyy-2026-09-10,1789086441600.0,-1,total,161.171,15.041356201171874
mlb-col-nyy-2026-09-10,1789086479600.0,-1,total,199.171,55.92144091796875
mlb-col-nyy-2026-09-10,1789086529600.0,-1,total,40.408,42.77139208984375
mlb-col-nyy-2026-09-10,1789086562400.0,-1,total,73.208,47.427106689453126
mlb-col-nyy-2026-09-10,1789086616400.0,-1,total,30.625,53.071252685546874
mlb-col-nyy-2026-09-10,1789086647800.0,-1,total,62.025,55.868362548828124
mlb-col-nyy-2026-09-10,1789086707600.0,-1,total,121.825,9.608047607421875
mlb-col-nyy-2026-09-10,1789086737600.0,-1,total,151.825,62.8688115234375
mlb-col-nyy-2026-09-10,1789086882000.0,-1,total,140.738,146.91989013671875
mlb-col-nyy-2026-09-10,1789086915600.0,-1,total,174.338,1.108409912109375
mlb-col-nyy-2026-09-10,1789086946200.0,-1,total,27.463,102.76916333007813
mlb-col-nyy-2026-09-10,1789086986200.0,1,total,67.463,1.757736328125
mlb-col-nyy-2026-09-10,1789087038600.0,1,total,26.629,106.60288720703124
mlb-col-nyy-2026-09-10,1789087088000.0,-1,total,25.494,15.701757568359374
mlb-col-nyy-2026-09-10,1789087123400.0,-1,total,60.894,
mlb-col-nyy-2026-09-10,1789087256400.0,-1,total,129.696,145.35273657226563
mlb-col-nyy-2026-09-10,1789087313400.0,-1,total,32.683,4.379811767578125
mlb-col-nyy-2026-09-10,1789087349400.0,-1,total,68.683,107.42119921875
mlb-col-nyy-2026-09-10,1789087387800.0,1,total,25.102,81.77858959960938
mlb-col-nyy-2026-09-10,1789087424800.0,1,total,62.102,68.25452026367188
mlb-col-nyy-2026-09-10,1789087456000.0,-1,total,93.302,69.208822265625
mlb-col-nyy-2026-09-10,1789087500800.0,1,total,24.411,214.14499755859376
mlb-col-nyy-2026-09-10,1789087640800.0,-1,total,130.274,123.29904614257812
mlb-col-nyy-2026-09-10,1789087915400.0,-1,total,62.845,21.7958515625
mlb-col-nyy-2026-09-10,1789087945400.0,1,total,92.845,119.86084326171876
mlb-col-nyy-2026-09-10,1789087997600.0,1,total,34.091,63.08924169921875
mlb-col-nyy-2026-09-10,1789088040200.0,1,total,76.691,38.965018798828126
mlb-col-nyy-2026-09-10,1789088076200.0,1,total,112.691,12.7737919921875
mlb-col-nyy-2026-09-10,1789088220400.0,1,total,141.185,168.02241430664063
mlb-col-nyy-2026-09-10,1789088269200.0,-1,total,29.713,22.03670947265625
mlb-col-nyy-2026-09-10,1789088299200.0,1,total,59.713,182.81129956054687
mlb-col-nyy-2026-09-10,1789088329200.0,-1,total,89.713,35.1836376953125
mlb-col-nyy-2026-09-10,1789088384800.0,-1,total,26.061,7.604909423828125
mlb-col-nyy-2026-09-10,1789088419200.0,-1,total,60.461,47.08462817382812
mlb-col-nyy-2026-09-10,1789088461600.0,-1,total,102.861,73.65380517578124
mlb-col-nyy-2026-09-10,1789088517400.0,-1,total,26.804,
mlb-col-nyy-2026-09-10,1789088551800.0,1,total,61.204,45.25404150390625
mlb-col-nyy-2026-09-10,1789088595400.0,-1,total,104.804,104.0772841796875
mlb-col-nyy-2026-09-10,1789088637800.0,-1,total,26.653,0.65748828125
mlb-col-nyy-2026-09-10,1789088670600.0,1,total,59.453,111.07811743164062
mlb-col-nyy-2026-09-10,1789088728000.0,-1,total,40.874,56.888863037109374
mlb-col-nyy-2026-09-10,1789088758000.0,1,total,70.874,117.86718603515625
mlb-col-nyy-2026-09-10,1789088796600.0,1,total,109.474,23.405875244140624
mlb-col-nyy-2026-09-10,1789088961800.0,-1,total,147.147,28.84538916015625
mlb-col-nyy-2026-09-10,1789089006000.0,1,total,191.347,56.49196508789063
mlb-col-nyy-2026-09-10,1789089057200.0,-1,total,242.547,135.221283203125
mlb-col-nyy-2026-09-10,1789089094600.0,-1,total,279.947,189.3276015625
mlb-col-nyy-2026-09-10,1789089174600.0,1,total,74.633,125.75644018554688
mlb-col-nyy-2026-09-10,1789089241800.0,-1,total,49.172,48.90085693359375
mlb-col-nyy-2026-09-10,1789089441000.0,1,total,140.156,4.722036376953125
mlb-col-nyy-2026-09-10,1789089472000.0,1,total,7.629,50.89774853515625
mlb-col-nyy-2026-09-10,1789089502000.0,1,total,37.629,113.28587573242187
mlb-col-nyy-2026-09-10,1789089564600.0,1,total,100.229,87.13347387695312
mlb-col-nyy-2026-09-10,1789089629200.0,1,total,25.475,44.240179931640625
mlb-col-nyy-2026-09-10,1789089881600.0,-1,total,235.868,72.63286303710937
mlb-col-nyy-2026-09-10,1789089911600.0,1,total,265.868,115.59885888671874
mlb-col-nyy-2026-09-10,1789089954000.0,-1,total,28.4,114.29675561523437
mlb-col-nyy-2026-09-10,1789089984000.0,1,total,58.4,184.65620874023438
