session,n_jumps,n_plays,share_within_window,share_within_window_null,lift,median_lag_s,median_lag_s_null
books_2026-09-12,14302,1008,0.6572507341630541,0.7314361627744371,0.8985756619826021,77.5895,69.6716962890625
