feature,gain
d_bid_25,0.38371894424620895
d_ask_25,0.11758753624137025
touch_share_ask,0.11211639351984856
touch_share_bid,0.10743802670978786
d_ask_5,0.07753533898345263
d_bid_5,0.06784784207209295
asym_wd_5,0.05050488354281729
d_bid_1,0.025103803175680815
d_touch_ask_1,0.014745816704479048
sym_wd_25,0.014624288510629987
d_touch_bid_1,0.011001233271720156
sym_wd_5,0.009260717190574174
d_ask_1,0.008515175831337306
