slug,series,market_type,n_bottom,n_top,p_up_bottom,p_up_top,diff
mlb-hou-nym-2026-08-28,mlb-hou-nym-2026-08-28|spread|-1.5|115760838939973429330747578799598843510864728396721288227581231658325132422076,spread,71,82,0.4788732394366197,0.4268292682926829,0.052043971143936774
mlb-hou-nym-2026-08-28,mlb-hou-nym-2026-08-28|spread|-1.5|90863643960440551882757942012342627810839502535224208564636916477685151731079,spread,62,46,0.532258064516129,0.45652173913043476,0.07573632538569425
mlb-hou-nym-2026-08-28,mlb-hou-nym-2026-08-28|spread|-2.5|22466988496785972313248186446037287273455913767791851989657741830669647474167,spread,58,85,0.41379310344827586,0.4470588235294118,-0.03326572008113593
mlb-hou-nym-2026-08-28,mlb-hou-nym-2026-08-28|spread|-2.5|26821638630337042380263371193297273613912587277463563826832015486847780974641,spread,64,44,0.5,0.4772727272727273,0.022727272727272707
mlb-hou-nym-2026-08-30,mlb-hou-nym-2026-08-30|moneyline|nan|36984587908877688975390354440946033544301293731582569116943146201720010295287,moneyline,39,40,0.5897435897435898,0.425,0.16474358974358977
mlb-hou-nym-2026-08-30,mlb-hou-nym-2026-08-30|spread|-1.5|107481421743652522782150305741294482390419247252385097616909435830948279401058,spread,94,100,0.4574468085106383,0.51,-0.05255319148936172
mlb-hou-nym-2026-08-30,mlb-hou-nym-2026-08-30|spread|-1.5|37168974032445009027655841225724349377919382421793325469937426961727292460168,spread,75,81,0.56,0.5432098765432098,0.016790123456790207
mlb-hou-nym-2026-08-30,mlb-hou-nym-2026-08-30|spread|-2.5|106723914992017939571801468193036238392937379442742481869720516008133805560540,spread,68,85,0.45588235294117646,0.4588235294117647,-0.002941176470588225
mlb-hou-nym-2026-08-30,mlb-hou-nym-2026-08-30|spread|-2.5|2241073950593126400083803244635645004206525119190851650138039352060444442627,spread,76,97,0.39473684210526316,0.5567010309278351,-0.1619641888225719
mlb-hou-phi-2026-09-10,mlb-hou-phi-2026-09-10|moneyline|None|73980224499926583887107303500965833873351150813917077742688895913326004589854,moneyline,33,44,0.5757575757575758,0.5454545454545454,0.030303030303030387
