slug,series,market_type,n_bottom,n_top,p_up_bottom,p_up_top,diff
mlb-bal-tor-2026-09-11,mlb-bal-tor-2026-09-11|spread|-1.5|101639679970287701287610927176716764435402854580900495300069223690038672387941,spread,68,39,0.45588235294117646,0.28205128205128205,0.1738310708898944
mlb-bal-tor-2026-09-11,mlb-bal-tor-2026-09-11|spread|-1.5|53003780852940571726878284761138989987562289768335469106919710865708554416231,spread,107,70,0.4485981308411215,0.5142857142857142,-0.06568758344459275
mlb-bal-tor-2026-09-11,mlb-bal-tor-2026-09-11|spread|-2.5|20914274322561456349912488796730806557480528405820774364391785227258487454437,spread,108,90,0.46296296296296297,0.4444444444444444,0.018518518518518545
mlb-bal-tor-2026-09-11,mlb-bal-tor-2026-09-11|spread|-2.5|53724262561440206783731983595095110142802577158936653560806413830805870730894,spread,38,38,0.3157894736842105,0.4473684210526316,-0.13157894736842107
mlb-cle-min-2026-09-11,mlb-cle-min-2026-09-11|moneyline|None|80274199636239788891835890975969652234057054368534865190027642520443788470558,moneyline,37,47,0.5135135135135135,0.48936170212765956,0.024151811385853927
mlb-cle-min-2026-09-11,mlb-cle-min-2026-09-11|spread|-1.5|24049074526157505051766365769540499683233567056367366315840557137074887438470,spread,86,69,0.47674418604651164,0.6086956521739131,-0.13195146612740144
mlb-cle-min-2026-09-11,mlb-cle-min-2026-09-11|spread|-1.5|34335425540608288213186036468853638755476435292903472323009410797556674595875,spread,78,99,0.5512820512820513,0.40404040404040403,0.1472416472416473
mlb-cle-min-2026-09-11,mlb-cle-min-2026-09-11|spread|-2.5|108181079939004101798674364278679191607555175696491951507286939997206428126619,spread,89,57,0.5168539325842697,0.38596491228070173,0.13088902030356797
mlb-cle-min-2026-09-11,mlb-cle-min-2026-09-11|spread|-2.5|357452056875882900157693871396272002439707303791129613606581283940299356113,spread,74,104,0.5540540540540541,0.5192307692307693,0.034823284823284784
mlb-col-det-2026-09-11,mlb-col-det-2026-09-11|moneyline|None|114532502496137932693089688451118145455360814432114926570975463361514518351293,moneyline,30,32,0.7,0.3125,0.38749999999999996
