feature,tau_s,median_jump,median_ctrl,cliffs_delta,n_jump,n_ctrl
l1_bid_usd,-25.4,123.58001708984375,179.9999542236328,-0.10440024479804166,430,380
l1_bid_usd,-25.2,114.77191162109375,180.71997833251953,-0.10899632802937576,430,380
l1_bid_usd,-25.0,105.15445327758789,179.9999542236328,-0.1017013463892289,430,380
l1_bid_usd,-24.8,120.00001525878906,179.9999542236328,-0.10187882496940026,430,380
l1_bid_usd,-24.6,99.99999237060547,179.9999542236328,-0.1143451652386781,430,380
l1_bid_usd,-24.4,109.77191162109375,164.54651641845703,-0.10056303549571599,430,380
l1_bid_usd,-24.2,99.99999237060547,176.9399871826172,-0.10537943696450425,430,380
l1_bid_usd,-24.0,99.99999237060547,180.71997833251953,-0.11324357405140761,430,380
l1_bid_usd,-23.8,99.99999237060547,183.55999755859375,-0.11542227662178706,430,380
l1_bid_usd,-23.6,99.99999237060547,199.9998550415039,-0.12468788249694007,430,380
l1_bid_usd,-23.4,104.56298446655273,180.50995635986328,-0.10848225214198282,430,380
l1_bid_usd,-23.2,106.68997955322266,179.9999542236328,-0.11297429620563038,430,380
l1_bid_usd,-23.0,106.68997955322266,184.6650390625,-0.11807221542227664,430,380
l1_bid_usd,-22.8,107.22189712524414,199.9986572265625,-0.12596695226438193,430,380
l1_bid_usd,-22.6,101.12998962402344,192.83877563476562,-0.12673806609547122,430,380
l1_bid_usd,-22.4,98.96498489379883,184.6650390625,-0.1399204406364749,430,380
l1_bid_usd,-22.2,90.01800918579102,192.83877563476562,-0.15934516523867814,430,380
l1_bid_usd,-22.0,87.7389030456543,207.96480560302734,-0.16175030599755202,430,380
l1_bid_usd,-21.8,89.5999984741211,208.2674789428711,-0.15546511627906978,430,380
l1_bid_usd,-21.6,89.5999984741211,210.0,-0.16234394124846996,430,380
l1_bid_usd,-21.4,91.94251251220703,207.16250610351562,-0.15526315789473688,430,380
l1_bid_usd,-21.2,91.94251251220703,207.16250610351562,-0.1478518971848225,430,380
l1_bid_usd,-21.0,85.7249984741211,210.0,-0.1644002447980416,430,380
l1_bid_usd,-20.8,81.73998641967773,213.0000228881836,-0.18317013463892284,430,380
l1_bid_usd,-20.6,81.99998474121094,210.0,-0.17968176254589963,430,380
l1_bid_usd,-20.4,91.94251251220703,209.31749725341797,-0.1662362301101591,430,380
l1_bid_usd,-20.2,91.10249328613281,210.0,-0.1617992656058751,430,380
l1_bid_usd,-20.0,83.2199935913086,213.0000228881836,-0.16776621787025703,430,380
l1_bid_usd,-19.8,91.10249328613281,213.0000228881836,-0.15372093023255817,430,380
l1_bid_usd,-19.6,95.16499328613281,213.0000228881836,-0.15792533659730723,430,380
l1_bid_usd,-19.4,99.99999237060547,204.31747436523438,-0.13379436964504288,430,380
l1_bid_usd,-19.2,100.89999389648438,204.31747436523438,-0.1296022031823746,430,380
l1_bid_usd,-19.0,109.77191162109375,209.31749725341797,-0.11711750305997548,430,380
l1_bid_usd,-18.8,110.00001525878906,204.31747436523438,-0.11850061199510409,430,380
l1_bid_usd,-18.6,101.15000915527344,199.9986572265625,-0.12514687882496944,430,380
l1_bid_usd,-18.4,101.15000915527344,191.99879455566406,-0.1145104039167687,430,380
l1_bid_usd,-18.2,99.99999237060547,191.99879455566406,-0.11924724602203185,430,380
l1_bid_usd,-18.0,99.99999237060547,179.9999542236328,-0.11574051407588737,430,380
l1_bid_usd,-17.8,99.99999237060547,179.9999542236328,-0.11795593635250923,430,380
l1_bid_usd,-17.6,99.99999237060547,176.9399871826172,-0.10619951040391673,430,380
l1_bid_usd,-17.4,106.03190231323242,170.93999481201172,-0.10456548347613215,430,380
l1_bid_usd,-17.2,109.77191162109375,159.99996948242188,-0.09306609547123623,430,380
l1_bid_usd,-17.0,101.25999450683594,161.79497528076172,-0.09212974296205634,430,380
l1_bid_usd,-16.8,115.24999237060547,179.9999542236328,-0.08432680538555692,430,380
l1_bid_usd,-16.6,99.99999237060547,168.99998474121094,-0.09438800489596089,430,380
l1_bid_usd,-16.4,120.68001174926758,157.70997619628906,-0.07287637698898408,430,380
l1_bid_usd,-16.2,112.6099967956543,159.99996948242188,-0.07959608323133416,430,380
l1_bid_usd,-16.0,111.0000114440918,136.0500259399414,-0.0733170134638923,430,380
l1_bid_usd,-15.8,110.00001525878906,153.81000518798828,-0.07680538555691552,430,380
l1_bid_usd,-15.6,112.6099967956543,146.0500030517578,-0.058757649938800505,430,380
l1_bid_usd,-15.4,109.77191162109375,127.95500946044922,-0.05626070991432064,430,380
l1_bid_usd,-15.2,115.24999237060547,134.3405990600586,-0.05102203182374543,430,380
l1_bid_usd,-15.0,117.75000381469727,146.0500030517578,-0.056756425948592426,430,380
l1_bid_usd,-14.8,112.6099967956543,146.0500030517578,-0.05903916768665851,430,380
l1_bid_usd,-14.6,125.88501739501953,149.99996948242188,-0.048084455324357456,430,380
l1_bid_usd,-14.4,125.88501739501953,149.99996948242188,-0.04242962056303545,430,380
l1_bid_usd,-14.2,120.00001525878906,150.80998992919922,-0.04869645042839654,430,380
l1_bid_usd,-14.0,135.00001525878906,156.74998474121094,-0.040373317013463916,430,380
l1_bid_usd,-13.8,146.0500030517578,149.25,-0.02130354957160341,430,380
l1_bid_usd,-13.6,128.58001708984375,150.9599838256836,-0.037509179926560554,430,380
l1_bid_usd,-13.4,144.99999237060547,150.9599838256836,-0.03159730722154219,430,380
l1_bid_usd,-13.2,140.00001525878906,156.74998474121094,-0.03864749082007346,430,380
l1_bid_usd,-13.0,149.99996948242188,156.74998474121094,-0.029339045287637644,430,380
l1_bid_usd,-12.8,150.99998474121094,157.70997619628906,-0.028182374541003696,430,380
l1_bid_usd,-12.6,138.75999450683594,150.9599838256836,-0.030250917992656112,430,380
l1_bid_usd,-12.4,140.00001525878906,156.74998474121094,-0.030257037943696496,430,380
l1_bid_usd,-12.2,126.51002502441406,159.49998474121094,-0.0490391676866585,430,380
l1_bid_usd,-12.0,128.58001708984375,161.79497528076172,-0.0475764993880049,430,380
l1_bid_usd,-11.8,128.58001708984375,159.99996948242188,-0.04558751529987759,430,380
l1_bid_usd,-11.6,130.2050018310547,176.66500091552734,-0.05930844553243575,430,380
l1_bid_usd,-11.4,126.51002502441406,179.9999542236328,-0.06978580171358628,430,380
l1_bid_usd,-11.2,122.93002319335938,176.9399871826172,-0.0685189718482252,430,380
l1_bid_usd,-11.0,126.51002502441406,181.99999237060547,-0.07700734394124842,430,380
l1_bid_usd,-10.8,126.51002502441406,181.99999237060547,-0.07917992656058748,430,380
l1_bid_usd,-10.6,120.00001525878906,170.80389404296875,-0.07772337821297426,430,380
l1_bid_usd,-10.4,120.00001525878906,170.80389404296875,-0.07698898408812727,430,380
l1_bid_usd,-10.2,113.75,167.79499053955078,-0.08468788249694004,430,380
l1_bid_usd,-10.0,113.75,173.1988983154297,-0.08977968176254592,430,380
l1_bid_usd,-9.8,117.75000381469727,166.0015106201172,-0.0746572827417381,430,380
