session,series,slug,market_type,ts,ts_exit,side,entry_mid,entry_spread,entry_px,exit_px,exit_spread,hold_s,mid_move_ticks,long_net_ticks,short_net_ticks,entry_ask,entry_bid,exec_net_ticks,shares,pnl_usd
books_2026-08-28,mlb-ari-sf-2026-08-28|moneyline|None|40697926130162280000530452467005020946621185081314033430441753740719236210586,mlb-ari-sf-2026-08-28,moneyline,1787976863400,1787976873400,long,0.9449999928474426,0.9999990463256836,0.949999988079071,0.9600000083446503,1.0000050067901611,10.0,2.0000040531158447,0.5705020112991344,-1.5194991104602806,0.949999988079071,0.9399999976158142,0.5705020112991344,10.526315921561542,0.060052844048209604
books_2026-08-28,mlb-ari-sf-2026-08-28|spread|-1.5|39893226804417310867038016801275179885639750126180900033716947037971870492627,mlb-ari-sf-2026-08-28,spread,1787970283600,1787970293600,long,0.23499999940395355,0.9999990463256836,0.23999999463558197,0.25999998927116397,4.000002384185791,10.0,4.500000178813934,0.12599950325489384,-2.7974990436434743,0.23999999463558197,0.23000000417232513,0.12599950325489384,41.66666759798926,0.052499794196334104
books_2026-08-28,mlb-ari-sf-2026-08-28|spread|-1.5|39893226804417310867038016801275179885639750126180900033716947037971870492627,mlb-ari-sf-2026-08-28,spread,1787970811000,1787970821000,long,0.25,1.9999996423721313,0.25999999821186065,0.2800000011920929,0.9999990463256836,10.0,3.4999996423721313,0.03000029969215423,-4.897500191688536,0.25999999821186065,0.24000000178813935,0.03000029969215423,38.46153872605612,0.011538576884031038
books_2026-08-28,mlb-ari-sf-2026-08-28|spread|-1.5|49600863144501565067348508358932718743737731717214171685269974803693175522512,mlb-ari-sf-2026-08-28,spread,1787971721800,1787971723200,long,0.2849999964237213,5.000001430511475,0.31000000357627866,0.36000001430511475,2.999997138977051,1.4,9.000000357627869,2.7785010460615194,-7.031501290082928,0.31000000357627866,0.25999998927116397,2.7785010460615194,32.25806414398766,0.8962906496798931
books_2026-08-28,mlb-ari-sf-2026-08-28|spread|-1.5|49600863144501565067348508358932718743737731717214171685269974803693175522512,mlb-ari-sf-2026-08-28,spread,1787978310200,1787978317200,long,0.9449999928474426,0.9999990463256836,0.949999988079071,0.9600000083446503,2.0000040531158447,7.0,9.499996900558472,0.5705020112991344,-1.5194991104602806,0.949999988079071,0.9399999976158142,0.5705020112991344,10.526315921561542,0.060052844048209604
books_2026-08-28,mlb-ari-sf-2026-08-28|spread|-2.5|104245729381188829272431060604484239811000997819970817678967543574392105000017,mlb-ari-sf-2026-08-28,spread,1787978197000,1787978205200,long,0.9150000214576721,0.9999990463256836,0.9200000166893005,0.9300000071525574,1.9999980926513672,8.2,2.499997615814209,0.3064991471767442,-1.7774988687038373,0.9200000166893005,0.9100000262260437,0.3064991471767442,10.869565020211482,0.033315124088769896
books_2026-08-28,mlb-ari-sf-2026-08-28|spread|-2.5|104245729381188829272431060604484239811000997819970817678967543574392105000017,mlb-ari-sf-2026-08-28,spread,1787980469000,1787980478800,long,0.800000011920929,24.000001907348633,0.9200000214576721,0.9300000071525574,1.9999980926513672,9.8,22.00000286102295,0.30649869036674715,-25.456001812934872,0.9200000214576721,0.6800000023841858,0.30649869036674715,10.86956496387439,0.03331507426283779
books_2026-08-28,mlb-ari-sf-2026-08-28|total|8.5|60242564880300218030880682496156079257976713408526388245692557812636930209963,mlb-ari-sf-2026-08-28,total,1787970283400,1787970293200,long,0.4650000035762787,0.9999990463256836,0.4699999988079071,0.5199999499320984,5.000001430511475,9.8,7.9999953508377075,2.506495102763191,-3.4874990493059155,0.4699999988079071,0.46000000834465027,2.506495102763191,21.276595798646124,0.5332968317277841
books_2026-08-28,mlb-ari-sf-2026-08-28|total|8.5|60242564880300218030880682496156079257976713408526388245692557812636930209963,mlb-ari-sf-2026-08-28,total,1787972260600,1787972269000,long,0.8450000286102295,8.99999713897705,0.8900000143051148,0.9400000274181366,3.0000030994415283,8.4,11.000001430511475,4.228501487731935,-10.289494204998007,0.8900000143051148,0.8000000429153442,4.228501487731935,11.235954875582445,0.47511251907489266
books_2026-08-28,mlb-ari-sf-2026-08-28|total|8.5|60242564880300218030880682496156079257976713408526388245692557812636930209963,mlb-ari-sf-2026-08-28,total,1787972796200,1787972806200,long,0.9700000286102295,1.799994707107544,0.9790000021457672,0.9849999845027924,1.3999998569488525,10.0,2.199995517730713,0.42332817081928376,-2.090178767976729,0.9790000021457672,0.9610000550746918,0.42332817081928376,10.214504574138969,0.04324087537195456
