criterion,n_jumps_scanned,n_break_even,share_of_jumps,total_ticks,mean_ticks_each,median_ticks_each,min_ticks_each,p90_ticks_each,in_game_contract_hours,per_contract_hour,distinct_contracts,distinct_games,median_move,median_entry_spread,median_exit_spread,median_fee,median_lead_to_peak_s
peak,82120,935,0.011385776911836338,2229.6118137131193,2.384611565468577,0.8712481236457847,0.0031209707260160258,5.641847632551198,1555.088111111111,0.6012521048289298,315,75,5.0000011920928955,1.0000020265579224,1.9999996423721313,1.6593751356005582,9.8
