n_jumps,n_paying,share_paying,distinct_series_paying,distinct_games_paying,median_move_paying,median_move_all,median_entry_spread_paying,median_entry_spread_all,median_peak_spread_paying,median_peak_spread_all,total_ticks_if_you_took_only_these
82120,935,0.011385776911836338,315,75,5.0000011920928955,4.999998211860657,1.0000020265579224,6.999999523162842,1.9999996423721313,8.000001907348633,2229.6118137131193
