n_scanned,n_break_even,share,total_ticks,mean_ticks,median_ticks,mean_non_payer,precision_needed,median_entry_spread,median_hold_s
136624,1670,0.012223328258578288,4128.041575473277,2.4718811829181297,0.8825007614493421,-6.228472015815681,0.7158872603841105,1.0000050067901611,9.2
